Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Île-de-France;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;77292;Messy;190;4;0;189;44;107;65;49;8;3;0;2;15;676
;77293;Misy-sur-Yonne;107;4;0;146;35;121;57;64;25;0;1;12;25;598
;77294;Mitry-Mory;1760;26;11;2891;713;2049;974;1193;263;16;9;143;275;10324
;77295;Moisenay;214;1;2;266;69;166;55;92;17;3;0;17;30;931
;77296;Moissy-Cramayel;1710;29;18;2317;565;1646;678;867;194;23;0;73;143;8263
;77297;Mondreville;29;1;0;75;8;58;19;29;11;0;0;9;7;245
;77298;Mons-en-Montois;65;2;0;88;25;61;22;37;10;1;0;8;10;326
;77300;Montceaux-lès-Meaux;100;2;1;96;25;57;37;39;8;0;0;4;18;387
;77301;Montceaux-lès-Provins;24;0;0;70;8;38;15;39;13;0;0;5;6;219
;77302;Montcourt-Fromonville;264;4;0;389;99;232;127;121;25;2;0;18;40;1321
;77303;Montdauphin;12;0;0;38;6;31;14;20;7;0;0;5;11;146
;77304;Montenils;1;0;0;4;0;1;2;2;1;0;0;0;1;12
;77305;Montereau-Fault-Yonne;933;16;9;1551;355;1735;643;1327;340;18;1;125;189;7243
;77306;Montereau-sur-le-Jard;97;2;1;324;29;53;22;27;3;1;0;4;9;572
;77307;Montévrain;2193;16;31;2409;509;912;412;381;61;32;0;21;96;7073
;77308;Montgé-en-Goële;106;3;2;108;38;90;49;55;6;1;0;3;17;477
;77309;Monthyon;213;5;0;287;80;203;97;105;30;3;1;12;39;1074
;77310;Montigny-le-Guesdier;33;2;0;56;13;38;11;26;5;0;0;3;10;198
;77311;Montigny-Lencoup;129;4;3;259;32;183;73;102;31;2;0;19;32;868
;77312;Montigny-sur-Loing;401;5;1;454;148;349;178;166;54;13;1;30;97;1898
;77313;Montmachoux;33;1;0;52;9;22;11;11;5;0;0;7;8;159
;77314;Montolivet;16;0;1;38;8;31;10;20;6;0;0;1;2;134
;77315;Montry;603;4;5;497;166;349;207;181;46;8;0;28;82;2176
;77316;Moret-Loing-et-Orvanne;1885;45;20;1859;624;1258;758;602;174;24;2;96;311;7659
;77317;Mormant;398;5;1;799;166;545;210;299;80;6;0;35;69;2612
;77318;Mortcerf;183;5;2;290;49;164;55;78;23;5;1;10;21;888
;77319;Mortery;12;0;0;27;3;19;10;21;6;0;0;2;5;105
;77320;Mouroux;615;11;7;945;205;629;334;360;103;4;2;54;111;3380
;77321;Mousseaux-lès-Bray;67;1;0;116;22;106;45;54;10;1;0;9;17;449
;77322;Moussy-le-Neuf;476;5;2;575;131;319;140;157;28;9;1;11;41;1895
;77323;Moussy-le-Vieux;193;3;2;236;43;164;46;75;7;0;0;9;13;792
;77325;Mouy-sur-Seine;23;1;0;62;12;52;23;34;14;0;0;7;9;238
;77326;Nandy;754;15;9;803;245;626;321;303;55;14;1;25;36;3207
;77327;Nangis;558;14;3;1100;243;754;357;509;142;7;0;62;99;3849
;77328;Nanteau-sur-Essonne;50;1;1;86;23;57;27;38;5;3;0;3;13;308
;77329;Nanteau-sur-Lunain;71;1;2;120;20;66;28;39;11;2;0;5;21;386
;77330;Nanteuil-lès-Meaux;869;8;13;1069;263;632;299;301;68;2;0;30;90;3646
;77331;Nanteuil-sur-Marne;29;2;0;56;13;39;16;27;11;0;0;6;9;208
;77332;Nantouillet;37;0;0;47;10;32;9;21;3;0;0;1;2;162
;77333;Nemours;1171;24;10;1651;429;1190;643;757;215;13;2;107;189;6400
;77335;Chauconin-Neufmontiers;291;4;7;418;93;273;104;123;17;5;0;15;27;1376
;77336;Neufmoutiers-en-Brie;137;4;0;199;42;125;67;50;11;0;0;10;19;663
;77337;Noisiel;1747;31;32;3036;475;1100;624;658;137;24;2;44;107;8016
;77338;Noisy-Rudignon;67;2;1;95;23;77;32;52;15;0;0;8;8;381
;77339;Noisy-sur-École;344;6;3;390;87;223;101;109;19;12;0;7;43;1345
;77340;Nonville;73;1;0;119;22;74;33;51;16;1;1;9;12;410
;77341;Noyen-sur-Seine;20;1;1;55;19;43;19;38;11;0;0;8;19;235
;77342;Obsonville;11;0;0;15;4;18;8;10;6;0;0;1;7;81
;77343;Ocquerre;38;1;1;65;13;59;18;31;9;0;0;3;4;242
;77344;Oissery;261;5;2;449;92;278;97;129;30;1;2;13;22;1382
;77345;Orly-sur-Morin;63;0;0;101;24;77;49;40;9;1;1;4;25;395
;77347;Les Ormes-sur-Voulzie;81;1;0;133;23;87;34;76;18;1;0;12;21;486
;77348;Ormesson;27;0;1;44;8;40;16;17;4;2;0;4;8;170
;77349;Othis;971;10;5;1147;284;786;294;328;69;9;0;31;81;4015
;77350;Ozoir-la-Ferrière;2998;54;23;2986;938;1984;1133;990;211;36;3;127;322;11805
;77352;Ozouer-le-Voulgis;277;5;5;430;95;236;117;116;33;5;0;15;58;1392
;77353;Paley;57;3;0;95;14;59;33;39;15;3;0;13;21;352
;77354;Pamfou;115;4;0;214;42;149;42;64;10;1;0;10;22;674
;77355;Paroy;24;1;0;44;3;15;8;9;2;0;0;7;1;115
;77356;Passy-sur-Seine;6;0;0;13;3;7;2;2;2;0;0;1;0;36
;77357;Pécy;65;1;2;161;25;119;34;63;15;0;0;9;17;510
;77358;Penchard;156;4;2;175;45;115;54;41;11;2;0;6;19;631
;77359;Perthes;339;5;3;424;104;238;117;120;22;9;2;22;54;1459
;77360;Pézarches;61;0;1;71;11;43;19;23;8;3;0;6;6;254
;77361;Pierre-Levée;34;0;1;101;15;71;23;33;10;0;1;2;6;299
;77363;Le Pin;269;6;4;279;79;179;99;79;14;1;0;4;23;1036
;77364;Le Plessis-aux-Bois;21;0;0;45;13;30;4;19;2;1;0;2;8;146
;77365;Le Plessis-Feu-Aussoux;52;0;3;122;14;69;20;40;6;4;0;3;2;335
;77366;Le Plessis-l'Évêque;42;3;0;61;16;25;13;16;11;1;0;6;7;201
;77367;Le Plessis-Placy;21;0;0;46;10;31;17;18;2;0;1;3;9;159
;77368;Poigny;66;0;1;95;15;52;18;36;6;0;0;5;7;302
;77369;Poincy;123;2;3;185;27;79;49;46;8;6;0;3;21;552
;77370;Poligny;103;1;2;172;32;116;52;63;26;2;0;7;26;603
;77371;Pommeuse;321;11;5;494;127;362;184;188;38;8;0;30;77;1844
;77372;Pomponne;625;8;6;511;197;336;233;176;33;10;1;14;64;2215
;77373;Pontault-Combault;4749;56;42;4718;1691;3503;1885;1816;359;50;6;183;448;19505
;77374;Pontcarré;381;4;6;339;109;223;98;84;22;4;0;9;27;1307
;77376;Précy-sur-Marne;101;3;0;143;45;88;33;41;6;1;0;3;17;482
;77377;Presles-en-Brie;315;5;6;446;114;267;107;123;21;11;1;22;44;1482
;77378;Pringy;586;7;7;688;188;422;186;165;34;4;1;14;46;2348
;77379;Provins;1271;13;3;1477;405;942;488;598;170;17;1;67;177;5631
;77380;Puisieux;32;0;1;67;7;40;16;31;8;1;0;5;6;215
;77381;Quiers;57;1;0;136;30;90;49;56;10;1;1;8;9;447
;77382;Quincy-Voisins;888;17;8;961;266;539;288;236;66;11;1;33;85;3400
;77383;Rampillon;73;1;0;151;26;116;47;62;15;0;0;11;14;517
;77384;Réau;203;5;6;220;59;159;61;63;17;6;0;5;25;829
;77385;Rebais;175;3;2;356;66;266;127;167;37;5;0;38;36;1277
;77386;Recloses;102;2;0;117;41;70;41;46;14;1;0;12;15;460
;77387;Remauville;42;0;0;75;28;74;26;28;9;0;0;7;11;301
;77388;Reuil-en-Brie;104;2;1;140;45;86;41;45;10;0;0;7;11;492
;77389;La Rochette;567;12;5;518;194;350;192;127;19;15;0;12;60;2071
;77390;Roissy-en-Brie;2358;49;24;2572;872;2063;1088;1121;208;51;0;81;228;10715
;77391;Rouilly;69;2;0;74;14;44;24;28;9;0;0;6;12;283
;77392;Rouvres;89;1;0;157;32;110;38;41;7;2;1;3;9;491
;77393;Rozay-en-Brie;309;12;2;543;123;335;145;180;44;3;0;17;32;1746
;77394;Rubelles;413;4;5;418;131;259;138;110;21;10;0;14;58;1582
;77395;Rumont;8;1;0;26;6;20;8;9;2;2;0;0;7;90
;77396;Rupéreux;5;0;0;20;4;14;4;6;0;0;0;3;2;59
;77397;Saâcy-sur-Marne;172;9;1;235;77;156;108;108;44;1;0;14;34;959
;77398;Sablonnières;60;2;0;108;21;96;45;63;15;2;0;7;15;434
;77400;Saint-Augustin;223;1;4;342;75;212;101;118;28;3;1;11;38;1156
;77401;Sainte-Aulde;73;2;0;119;21;84;37;46;15;0;0;7;18;421
;77402;Saint-Barthélemy;28;0;0;65;15;38;12;26;5;0;0;5;5;200
;77403;Saint-Brice;120;3;3;139;37;84;40;42;7;1;0;8;13;498
;77404;Sainte-Colombe;207;2;3;270;59;184;86;101;36;1;0;20;37;1007
;77405;Saint-Cyr-sur-Morin;189;5;2;358;72;217;99;134;37;0;1;15;45;1176
;77406;Saint-Denis-lès-Rebais;131;2;5;175;32;108;57;66;18;3;0;14;28;638
;77407;Saint-Fargeau-Ponthierry;1945;16;16;2255;678;1463;787;755;175;30;2;79;251;8452
;77408;Saint-Fiacre;66;1;1;88;15;49;25;19;6;0;0;5;7;283
;77409;Saint-Germain-Laval;302;4;3;431;88;314;141;209;62;5;0;29;43;1632
;77410;Saint-Germain-Laxis;126;2;2;169;32;80;37;33;14;4;0;3;8;510
;77411;Saint-Germain-sous-Doue;57;1;0;98;21;68;21;41;10;1;0;10;8;337
;77412;Saint-Germain-sur-École;45;1;1;77;18;57;20;19;6;0;0;2;9;256
;77413;Saint-Germain-sur-Morin;529;9;5;535;213;387;208;159;36;10;0;17;73;2181
;77414;Saint-Hilliers;54;0;0;83;14;56;23;42;9;0;0;8;14;303
;77415;Saint-Jean-les-Deux-Jumeaux;149;3;3;174;57;135;56;63;15;1;1;7;16;680
;77416;Saint-Just-en-Brie;29;1;0;54;6;38;12;26;7;2;0;5;7;189
;77417;Saint-Léger;28;0;1;44;10;37;8;19;3;0;0;4;3;156
;77418;Saint-Loup-de-Naud;107;1;0;131;29;113;59;68;21;0;1;12;26;567
;77419;Saint-Mammès;404;12;1;461;143;342;217;198;58;4;0;43;57;1940
;77420;Saint-Mard;520;3;1;678;163;419;156;199;42;4;0;37;49;2271
;77421;Saint-Mars-Vieux-Maisons;24;1;0;49;5;35;16;32;14;1;0;5;2;183
;77423;Saint-Martin-des-Champs;59;1;0;113;22;102;40;54;17;0;0;5;13;424
;77424;Saint-Martin-du-Boschet;15;0;0;55;13;27;26;16;8;1;0;4;2;169
;77425;Saint-Martin-en-Bière;113;2;1;178;34;79;52;42;4;2;0;2;23;533
;77426;Saint-Méry;57;1;0;67;11;44;19;15;3;0;0;6;11;235
;77427;Saint-Mesmes;89;3;1;133;23;70;28;37;6;3;1;7;9;410
;77428;Saint-Ouen-en-Brie;119;1;1;177;33;124;34;62;19;1;0;8;19;597
;77429;Saint-Ouen-sur-Morin;59;3;1;85;20;60;30;46;8;2;0;8;9;331
;77430;Saint-Pathus;738;16;8;1172;199;746;265;359;62;7;0;36;97;3704
;77431;Saint-Pierre-lès-Nemours;717;19;7;901;221;608;322;304;94;12;0;58;110;3372
;77432;Saint-Rémy-la-Vanne;82;1;3;212;36;115;58;79;17;4;0;6;24;638
;77433;Beautheil-Saints;240;5;3;445;76;252;108;142;27;8;2;18;44;1372
;77434;Saint-Sauveur-lès-Bray;46;1;1;90;17;44;28;23;10;0;0;3;12;275
;77435;Saint-Sauveur-sur-École;229;1;2;265;58;116;77;56;9;4;1;5;36;860
;77436;Saint-Siméon;107;1;1;160;26;101;47;73;11;3;0;10;24;564
;77437;Saint-Soupplets;443;7;10;636;125;382;142;170;34;8;1;20;53;2031
;77438;Saint-Thibault-des-Vignes;1313;14;34;1518;329;597;382;300;47;33;0;19;83;4669
;77439;Salins;116;3;2;191;28;131;43;91;26;0;1;12;21;664
;77440;Sammeron;128;3;1;175;37;151;50;71;11;1;0;8;5;642
;77441;Samois-sur-Seine;365;2;8;371;148;260;158;93;20;5;1;12;53;1496
;77442;Samoreau;681;5;17;753;151;242;145;104;26;14;0;17;47;2201
;77443;Sancy;51;1;1;90;18;42;17;17;6;1;0;2;7;253
;77444;Sancy-lès-Provins;24;0;1;52;4;48;13;21;11;1;0;5;7;189
;77445;Savigny-le-Temple;2636;56;14;3354;930;2731;1153;1403;314;21;9;102;220;12943
;77446;Savins;62;1;3;93;28;70;36;34;11;1;3;3;23;370
;77447;Seine-Port;371;6;4;349;126;178;118;91;13;5;1;6;41;1311
;77448;Sept-Sorts;65;1;2;131;20;69;26;35;10;3;0;4;8;373
;77449;Serris;1218;14;23;1659;318;542;247;246;42;27;0;13;47;4396
;77450;Servon;653;5;10;946;186;319;154;153;31;17;1;9;41;2525
;77451;Signy-Signets;82;4;1;107;21;65;36;44;11;1;0;4;13;389
;77452;Sigy;8;0;0;11;3;7;6;4;2;0;0;0;1;42
;77453;Sivry-Courtry;176;8;1;231;63;137;71;70;20;9;0;6;20;812
;77454;Sognolles-en-Montois;42;0;0;86;15;44;11;27;11;2;1;5;15;259
;77455;Soignolles-en-Brie;309;10;3;385;96;240;115;127;29;4;0;20;43;1380
;77456;Soisy-Bouy;96;1;3;135;32;87;44;65;22;0;1;10;32;527
;77457;Solers;152;5;0;228;54;158;80;85;17;4;0;14;17;813
;77458;Souppes-sur-Loing;421;3;3;703;146;535;272;353;108;25;1;64;102;2737
;77459;Sourdun;142;5;1;233;44;137;65;105;29;5;1;19;34;822
;77460;Tancrou;33;0;0;58;7;49;20;31;3;1;0;6;7;216
;77461;Thénisy;32;0;0;52;14;40;18;24;6;1;0;3;8;198
;77462;Thieux;83;4;2;131;28;85;38;49;10;0;0;3;7;440
;77463;Thomery;607;15;4;537;211;353;228;141;46;13;0;24;70;2249
;77464;Thorigny-sur-Marne;1334;24;10;1192;498;826;509;454;81;13;1;48;152;5141
;77465;Thoury-Férottes;66;2;0;111;25;85;46;59;18;0;0;8;29;450
;77466;Tigeaux;50;1;1;73;19;46;22;24;4;1;0;2;11;255
;77467;La Tombe;19;0;0;41;8;25;14;18;3;0;0;7;3;138
;77468;Torcy;2117;46;26;2384;812;1826;965;961;210;22;1;76;200;9646
;77469;Touquin;128;0;1;230;49;158;66;81;13;0;1;13;30;769
;77470;Tournan-en-Brie;1111;18;11;1273;328;806;375;369;85;23;3;36;119;4558
;77471;Tousson;39;0;0;59;18;45;19;28;4;2;0;12;10;236
;77472;La Trétoire;33;0;0;72;13;55;22;32;16;0;0;7;16;266
;77473;Treuzy-Levelay;51;0;0;94;12;55;23;31;10;0;0;2;16;295
;77474;Trilbardou;74;2;4;110;24;90;44;37;10;1;0;4;11;411
;77475;Trilport;671;4;8;763;243;473;272;232;54;5;1;24;88;2838
;77476;Trocy-en-Multien;26;1;0;44;14;29;14;18;4;0;0;4;10;165
;77477;Ury;129;1;2;186;33;89;52;53;6;2;0;12;15;580
;77478;Ussy-sur-Marne;111;2;2;163;47;106;60;64;15;2;0;3;18;593
;77479;Vaires-sur-Marne;1720;33;11;1347;557;962;695;513;108;24;2;51;211;6234
;77480;Valence-en-Brie;78;0;0;136;29;127;44;76;18;3;0;9;4;525
;77481;Vanvillé;26;0;0;31;2;28;11;15;4;0;0;2;4;124
;77482;Varennes-sur-Seine;473;9;5;643;116;378;201;230;81;9;0;35;60;2241
;77483;Varreddes;249;5;3;370;89;213;95;111;19;3;1;13;49;1221
;77484;Vaucourtois;38;2;0;47;12;28;16;19;3;1;0;3;4;174
;77485;Le Vaudoué;123;1;2;167;44;83;44;30;14;4;0;3;16;532
;77486;Vaudoy-en-Brie;74;2;1;170;27;104;41;57;20;2;0;14;16;529
;77487;Vaux-le-Pénil;2020;35;22;2007;583;1143;591;506;99;27;2;61;116;7213
;77489;Vaux-sur-Lunain;7;0;0;24;0;13;4;14;4;0;0;4;4;75
;77490;Vendrest;76;3;1;112;27;83;38;42;17;1;0;8;16;423
;77492;Verdelot;46;3;1;128;23;95;39;51;16;2;0;12;21;439
;77493;Verneuil-l'Étang;305;2;1;499;102;398;178;202;49;3;1;17;54;1811
;77494;Vernou-la-Celle-sur-Seine;319;9;3;479;110;350;149;183;47;7;0;24;47;1728
;77495;Vert-Saint-Denis;3190;83;31;6377;407;857;445;393;81;69;1;50;124;12107
;77496;Vieux-Champagne;15;0;0;47;6;33;15;7;5;1;0;3;2;134
;77498;Vignely;45;1;0;59;13;24;23;16;6;1;0;1;6;195
;77500;Villebéon;50;2;0;86;13;52;24;41;8;0;0;9;8;293
;77501;Villecerf;87;3;1;138;37;100;53;45;17;2;0;16;15;515
;77504;Villemaréchal;103;7;2;199;35;145;59;99;22;3;0;28;39;742
;77505;Villemareuil;61;0;0;76;17;49;25;33;12;0;0;6;22;301
;77506;Villemer;88;3;0;139;35;97;56;57;14;1;0;16;27;533
;77507;Villenauxe-la-Petite;53;3;0;76;13;51;27;32;13;0;0;11;11;292
;77508;Villeneuve-le-Comte;256;7;2;295;91;175;82;89;19;9;0;10;32;1068
;77509;Villeneuve-les-Bordes;64;0;0;116;20;83;39;47;11;0;0;16;15;412
;77510;Villeneuve-Saint-Denis;136;5;3;119;43;81;46;41;11;3;0;5;15;507
;77511;Villeneuve-sous-Dammartin;70;3;2;143;22;60;35;49;11;2;0;3;17;416
;77512;Villeneuve-sur-Bellot;111;3;0;156;36;141;61;100;20;1;0;6;15;651
;77513;Villenoy;638;7;3;640;222;486;220;226;47;4;0;21;61;2575
;77514;Villeparisis;2599;51;15;3080;963;2571;1270;1463;295;27;2;123;310;12768
;77515;Villeroy;74;0;0;121;24;81;37;46;13;0;0;6;11;413
;77516;Ville-Saint-Jacques;101;0;0;141;31;98;61;54;16;4;0;10;22;538
;77517;Villevaudé;287;4;4;365;89;208;98;107;26;5;1;9;37;1240
;77518;Villiers-en-Bière;43;0;0;60;22;28;24;15;0;1;0;1;11;205
;77519;Villiers-Saint-Georges;89;2;1;202;28;154;63;86;26;1;0;10;20;681
;77520;Villiers-sous-Grez;94;2;2;142;30;95;48;50;10;4;1;4;13;496
;77521;Villiers-sur-Morin;267;8;5;303;87;170;114;102;26;4;1;14;38;1139
;77522;Villiers-sur-Seine;26;0;0;55;8;34;12;19;4;0;0;4;7;169
;77523;Villuis;27;1;0;43;4;38;21;26;5;0;0;3;10;178
;77524;Vimpelles;45;1;0;100;21;83;32;47;17;1;0;9;11;368
;77525;Vinantes;27;1;0;59;12;50;17;27;6;3;0;5;5;213
;77526;Vincy-Manoeuvre;23;1;0;65;8;30;12;16;2;0;0;0;4;161
;77527;Voinsles;66;1;2;188;19;79;15;44;6;3;0;5;10;439
;77528;Voisenon;219;4;3;211;60;122;47;63;12;0;0;4;13;759
;77529;Voulangis;255;3;4;315;80;188;90;77;20;4;1;3;38;1079
;77530;Voulton;41;0;0;57;7;43;19;16;7;0;0;4;7;201
;77531;Voulx;176;6;1;277;71;192;121;156;43;3;0;25;64;1135
;77532;Vulaines-lès-Provins;3;0;0;15;4;10;1;9;0;0;0;1;2;45
;77533;Vulaines-sur-Seine;465;8;1;518;132;261;146;124;27;4;1;12;45;1744
;77534;Yèbles;115;2;6;181;30;106;37;50;16;1;1;7;17;569
;ND;ND;313;2;3;332;54;164;58;80;14;4;0;8;23;1055
;Total département;;176719;2903;1832;216928;55640;134848;68204;71816;16674;2748;220;7948;20506;776988
Yvelines;78003;Ablis;430;12;1;812;132;346;165;189;30;10;1;10;54;2192
;78005;Achères;2409;22;23;2329;897;1770;1026;847;191;17;1;98;271;9900
;78006;Adainville;114;3;5;150;32;90;32;46;14;4;0;9;19;518
;78007;Aigremont;272;1;5;156;66;57;63;33;5;10;1;3;14;686
;78009;Allainville;27;0;0;54;8;35;17;19;6;0;0;0;11;177
;78010;Les Alluets-le-Roi;267;4;5;234;82;105;68;50;14;7;0;3;33;872
;78013;Andelu;92;1;0;82;23;43;35;16;8;1;0;3;7;311
;78015;Andrésy;2022;19;12;1484;683;985;746;448;81;27;1;61;191;6761
;78020;Arnouville-lès-Mantes;161;0;2;189;42;96;44;50;11;3;1;7;25;631
;78029;Aubergenville;1408;17;9;1792;496;1224;630;675;165;30;1;95;139;6682
;78030;Auffargis;401;5;1;461;121;202;149;88;22;11;1;7;51;1520
;78031;Auffreville-Brasseuil;118;3;1;139;36;64;50;29;9;1;1;6;12;468
;78033;Aulnay-sur-Mauldre;196;4;1;195;55;107;88;59;10;4;1;10;25;756
;78034;Auteuil;167;4;1;175;52;90;61;46;17;8;0;5;12;637
;78036;Autouillet;95;2;3;111;35;63;38;17;2;2;0;1;19;388
;78043;Bailly;862;2;12;547;275;265;239;76;13;20;2;10;89;2412
;78048;Bazainville;206;4;2;315;77;161;79;80;33;5;0;10;36;1008
;78049;Bazemont;337;9;4;268;98;150;102;60;14;18;2;7;33;1103
;78050;Bazoches-sur-Guyonne;131;0;2;114;36;50;36;23;0;6;1;4;25;429
;78053;Béhoust;86;0;0;86;25;55;33;33;7;4;0;4;17;351
;78057;Bennecourt;217;9;1;291;73;216;117;119;36;4;0;28;41;1151
;78062;Beynes;1394;16;4;1348;486;778;504;382;67;37;1;44;165;5225
;78068;Blaru;104;2;1;136;44;104;59;55;19;3;1;11;30;571
;78070;Boinville-en-Mantois;41;1;0;49;10;34;20;17;4;1;0;2;10;190
;78071;Boinville-le-Gaillard;56;1;0;131;17;86;29;42;14;2;0;8;14;400
;78072;Boinvilliers;48;1;1;57;14;24;15;12;3;0;0;2;6;182
;78073;Bois-d'Arcy;2451;18;26;1922;750;1164;771;475;104;24;1;57;208;7971
;78076;Boissets;44;0;0;55;13;26;11;12;4;0;0;2;9;178
;78077;La Boissière-École;104;4;3;165;35;73;45;49;4;4;1;15;22;525
;78082;Boissy-Mauvoisin;59;2;0;119;27;67;41;44;10;1;0;2;15;388
;78084;Boissy-sans-Avoir;111;2;1;106;38;63;37;21;3;5;0;4;13;405
;78087;Bonnelles;355;11;4;337;130;204;138;91;21;8;2;10;40;1352
;78089;Bonnières-sur-Seine;409;12;3;608;141;454;273;278;81;7;1;34;68;2368
;78090;Bouafle;318;3;2;399;136;204;138;97;24;11;1;16;28;1375
;78092;Bougival;1526;10;16;895;537;509;495;240;41;29;5;23;145;4471
;78096;Bourdonné;81;5;1;94;30;48;29;25;7;0;0;6;18;344
;78104;Breuil-Bois-Robert;126;2;2;119;37;60;46;31;2;0;1;7;15;449
;78107;Bréval;269;3;3;334;70;191;106;105;31;10;0;22;50;1194
;78108;Les Bréviaires;194;8;4;228;78;128;80;65;26;6;0;7;38;861
;78113;Brueil-en-Vexin;112;0;1;134;18;86;48;36;8;2;0;8;18;471
;78117;Buc;1334;11;31;1350;405;455;358;122;27;36;0;18;102;4247
;78118;Buchelay;576;7;15;865;103;426;143;205;47;15;1;22;40;2464
;78120;Bullion;312;6;8;318;90;235;114;92;15;12;0;11;47;1261
;78123;Carrières-sous-Poissy;15092;21;16;13538;555;1328;696;745;181;19;3;71;143;32409
;78124;Carrières-sur-Seine;2128;22;32;2258;736;948;785;488;101;36;2;54;226;7816
;78125;La Celle-les-Bordes;196;6;2;156;38;68;62;30;6;6;0;6;22;598
;78126;La Celle-Saint-Cloud;3543;29;36;2095;1168;1247;1155;465;102;82;4;39;324;10288
;78128;Cernay-la-Ville;348;1;4;268;110;149;105;65;9;13;2;10;36;1121
;78133;Chambourcy;2269;9;43;1660;333;432;344;159;23;312;1;4;72;5662
;78138;Chanteloup-les-Vignes;756;10;7;1067;261;898;395;538;142;15;0;46;108;4244
;78140;Chapet;229;2;0;180;71;116;81;56;12;2;0;10;31;791
;78143;Châteaufort;344;1;5;215;92;116;94;42;8;9;0;5;27;959
;78146;Chatou;4852;35;54;3217;1683;1709;1665;722;139;75;4;68;476;14700
;78147;Chaufour-lès-Bonnières;49;3;0;82;17;53;16;33;9;1;0;3;7;273
;78152;Chavenay;440;2;3;327;138;125;117;50;9;28;0;11;39;1290
;78158;Le Chesnay-Rocquencourt;6307;40;48;3493;1885;1771;1834;665;151;63;3;62;482;16805
;78160;Chevreuse;1111;9;10;790;355;483;440;222;43;35;3;22;152;3675
;78162;Choisel;122;2;0;81;35;51;35;18;4;1;0;2;20;371
;78163;Civry-la-Forêt;58;1;1;63;20;41;17;27;5;1;0;3;12;250
;78164;Clairefontaine-en-Yvelines;141;3;2;128;36;78;49;25;3;2;0;4;19;491
;78165;Les Clayes-sous-Bois;2714;43;12;2063;855;1460;1067;724;152;32;2;98;259;9480
;78168;Coignières;1084;22;16;1029;204;517;247;302;82;12;1;30;62;3607
;78171;Condé-sur-Vesgre;174;5;1;268;66;125;63;67;21;11;1;10;27;838
;78172;Conflans-Sainte-Honorine;5025;81;33;4421;1714;3004;2022;1461;298;63;3;169;494;18788
;78185;Courgent;73;1;0;76;24;38;24;16;6;0;0;1;8;267
;78188;Cravent;44;2;0;67;15;48;23;34;12;1;0;2;14;261
;78189;Crespières;362;2;4;301;113;132;102;61;18;4;0;5;38;1141
;78190;Croissy-sur-Seine;2063;4;32;1274;610;523;621;201;26;42;2;15;168;5580
;78192;Dammartin-en-Serve;155;3;1;252;50;167;72;72;17;2;0;8;20;819
;78193;Dampierre-en-Yvelines;227;3;4;150;69;95;102;46;12;8;1;10;33;760
;78194;Dannemarie;44;0;0;57;12;23;13;12;4;1;0;3;5;174
;78196;Davron;74;1;0;42;27;26;27;12;4;1;0;3;13;229
;78206;Ecquevilly;635;6;9;846;197;407;215;202;65;10;1;30;55;2677
;78208;Élancourt;4005;43;52;4319;1265;2346;1270;1056;203;65;1;86;244;14955
;78209;Émancé;143;3;2;155;49;90;52;43;8;7;0;3;24;580
;78217;Épône;863;17;16;1134;294;666;372;351;90;15;1;40;95;3956
;78220;Les Essarts-le-Roi;1090;20;9;1043;341;639;416;273;59;15;0;37;120;4061
;78224;L'Étang-la-Ville;1029;8;14;542;328;286;309;104;8;37;1;6;82;2753
;78227;Évecquemont;148;1;0;116;44;69;48;34;7;2;1;2;18;490
;78230;La Falaise;75;3;1;109;27;63;38;29;8;2;1;3;20;380
;78231;Favrieux;21;0;0;27;6;26;7;8;2;2;0;2;5;107
;78233;Feucherolles;698;2;10;496;218;219;186;84;15;34;3;6;74;2045
;78234;Flacourt;22;0;1;45;6;18;6;14;0;0;0;0;4;116
;78236;Flexanville;93;2;1;119;33;51;55;25;7;7;0;5;10;409
;78237;Flins-Neuve-Église;20;1;0;25;2;21;8;9;1;0;0;0;3;90
;78238;Flins-sur-Seine;406;7;2;373;101;227;148;121;38;4;0;11;42;1479
;78239;Follainville-Dennemont;244;6;2;307;93;252;125;124;31;6;0;16;41;1246
;78242;Fontenay-le-Fleury;2003;31;17;1385;681;988;672;466;68;34;0;53;136;6533
;78245;Fontenay-Mauvoisin;80;2;0;76;29;47;22;31;4;0;0;4;8;303
;78246;Fontenay-Saint-Père;197;2;3;291;68;180;90;86;12;6;0;12;25;973
;78255;Freneuse;442;4;1;697;146;459;233;282;63;5;1;41;93;2467
;78261;Gaillon-sur-Montcient;105;1;1;110;35;73;50;46;9;3;1;5;11;450
;78262;Galluis;185;3;3;198;77;132;70;54;10;10;0;9;32;784
;78263;Gambais;428;5;5;536;163;262;162;101;25;10;0;20;64;1783
;78264;Gambaiseuil;10;0;1;7;5;9;2;3;1;0;0;0;2;41
;78265;Garancières;380;9;7;402;141;287;175;122;25;7;1;10;51;1618
