Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Bretagne;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;22289;Saint-Fiacre;19;0;0;34;6;22;13;16;6;0;0;7;9;133
;22291;Saint-Gildas;13;1;0;38;5;32;8;25;5;0;0;6;8;142
;22293;Saint-Gilles-les-Bois;27;0;0;60;14;54;20;35;9;0;0;8;6;234
;22294;Saint-Gilles-Pligeaux;15;0;0;39;10;35;12;22;9;0;0;3;8;153
;22295;Saint-Gilles-Vieux-Marché;24;0;0;60;9;52;20;31;7;0;0;7;12;222
;22296;Saint-Glen;71;4;0;254;39;165;51;93;22;3;0;13;25;740
;22299;Saint-Hélen;130;2;0;227;49;182;82;122;39;1;0;19;45;898
;22300;Saint-Hervé;23;3;0;78;8;56;23;23;10;1;0;6;11;243
;22302;Saint-Jacut-de-la-Mer;175;3;0;136;68;116;52;59;16;1;1;6;22;656
;22304;Saint-Jean-Kerdaniel;37;2;0;117;16;81;23;41;13;1;0;7;7;345
;22305;Saint-Jouan-de-l'Isle;36;1;0;95;17;62;32;48;12;0;1;5;13;323
;22306;Saint-Judoce;42;2;0;113;20;78;27;62;21;2;0;8;17;393
;22307;Saint-Julien;214;6;0;377;72;229;113;146;45;3;0;23;44;1271
;22308;Saint-Juvat;53;2;0;108;27;88;38;55;13;2;0;11;13;411
;22309;Saint-Launeuc;6;1;0;32;11;16;9;26;8;0;0;2;7;119
;22310;Saint-Laurent;32;2;0;78;25;58;16;50;15;1;0;14;13;304
;22311;Saint-Lormel;95;7;0;155;26;106;72;68;23;1;1;11;22;587
;22312;Saint-Maden;11;0;0;40;4;45;16;25;6;0;0;5;9;163
;22313;Saint-Martin-des-Prés;23;0;0;50;4;44;20;22;16;0;0;7;9;196
;22314;Saint-Maudan;35;0;0;70;9;54;16;32;14;1;0;6;9;247
;22315;Saint-Maudez;33;0;0;49;7;39;15;23;3;0;0;3;8;181
;22316;Saint-Mayeux;23;0;1;65;11;54;25;40;7;0;0;9;13;248
;22317;Saint-Méloir-des-Bois;19;0;0;39;3;37;14;19;6;0;0;3;8;149
;22318;Saint-Michel-de-Plélan;18;0;0;44;5;44;15;29;14;0;0;8;9;188
;22319;Saint-Michel-en-Grève;78;2;0;83;30;49;26;41;12;1;0;7;8;339
;22320;Saint-Nicodème;14;0;0;19;5;16;10;19;6;0;0;6;3;99
;22321;Saint-Nicolas-du-Pélem;132;4;0;250;47;224;94;147;39;0;0;28;50;1017
;22322;Saint-Péver;28;2;0;67;5;42;22;30;14;0;0;11;12;234
;22323;Saint-Pôtan;63;0;1;149;14;112;36;80;24;1;0;18;21;519
;22324;Saint-Quay-Perros;234;5;1;263;66;180;107;96;17;2;0;12;22;1006
;22325;Saint-Quay-Portrieux;548;11;2;562;193;357;211;170;35;9;2;19;73;2192
;22326;Saint-Rieul;36;0;0;102;14;57;23;41;10;0;0;4;10;297
;22327;Saint-Samson-sur-Rance;211;0;2;244;61;194;92;115;33;2;0;14;32;1002
;22328;Saint-Servais;33;0;1;62;10;47;13;46;15;1;1;10;9;249
;22330;Saint-Thélo;28;0;0;67;5;50;11;40;12;1;0;7;8;229
;22331;Sainte-Tréphine;10;0;0;32;2;21;8;16;6;0;0;6;7;108
;22332;Saint-Trimoël;27;1;0;82;18;64;20;44;18;0;0;12;7;292
;22333;Saint-Vran;37;2;0;147;12;112;30;76;32;0;0;9;12;470
;22334;Saint-Igeaux;8;0;0;32;4;12;7;13;4;0;0;3;2;85
;22335;Senven-Léhart;18;0;0;39;7;21;8;29;9;0;0;5;10;147
;22337;Sévignac;42;1;0;186;18;164;54;92;27;1;0;21;25;631
;22338;Squiffiec;61;0;0;118;23;102;48;59;17;0;0;10;15;452
;22339;Taden;447;9;5;698;106;342;166;171;48;11;0;33;53;2091
;22340;Tonquédec;101;2;2;182;40;159;58;104;25;1;0;23;14;711
;22341;Tramain;41;3;0;130;17;93;36;48;21;1;0;9;8;407
;22342;Trébédan;19;2;0;65;7;65;22;37;13;1;0;8;8;246
;22343;Trébeurden;710;9;4;631;190;452;297;264;73;14;2;41;100;2787
;22344;Trébrivan;50;0;0;122;21;73;41;59;22;0;0;14;15;418
;22345;Trébry;52;2;0;154;32;108;37;59;25;0;0;19;29;516
;22346;Trédaniel;43;1;0;182;19;131;36;98;28;2;0;17;28;586
;22347;Trédarzec;111;0;0;169;54;151;69;84;37;3;0;15;20;712
;22348;Trédias;25;0;0;82;13;64;26;41;13;0;0;7;15;286
