Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Pays de la Loire;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;49214;Montreuil-Juigné;935;28;3;1226;295;809;473;439;99;21;1;51;148;4527
;49215;Montreuil-Bellay;305;12;3;650;104;431;189;282;88;4;1;52;94;2214
;49216;Montreuil-sur-Loir;61;2;1;124;9;71;29;40;12;0;1;6;12;368
;49217;Montreuil-sur-Maine;43;3;0;145;24;122;31;69;22;1;0;10;12;482
;49218;Montrevault-sur-Èvre;1095;44;8;2570;509;2034;1001;1291;383;25;1;208;423;9593
;49219;Montsoreau;62;5;2;87;27;50;32;27;14;2;2;6;16;333
;49220;Morannes sur Sarthe-Daumeray;199;8;0;606;70;432;176;325;116;5;1;86;106;2130
;49221;Mouliherne;44;0;0;101;17;106;37;85;26;1;0;17;38;474
;49222;Mozé-sur-Louet;185;3;0;428;81;293;128;191;36;3;0;28;50;1426
;49223;Mûrs-Erigné;826;19;7;949;263;592;366;329;78;10;2;49;113;3603
;49224;Neuillé;45;1;0;191;34;130;49;80;36;0;0;24;30;620
;49228;Noyant-Villages;276;3;0;823;124;641;274;509;191;6;1;188;189;3225
;49231;Nuaillé;154;3;2;332;58;193;115;114;28;3;0;12;37;1051
;49235;Parnay;40;1;2;97;19;58;32;25;6;1;0;3;15;300
;49236;Passavant-sur-Layon;7;0;0;26;2;18;9;8;2;0;0;1;2;75
;49237;La Pellerine;7;0;0;26;6;21;13;18;10;0;0;3;7;112
;49240;La Plaine;63;3;0;166;23;148;58;85;22;1;0;15;26;610
;49241;Le Plessis-Grammoire;320;5;1;476;109;284;177;149;39;2;1;16;43;1622
;49244;Mauges-sur-Loire;1398;38;12;3026;539;2381;1090;1455;420;31;3;242;492;11127
;49246;Les Ponts-de-Cé;1748;30;10;1814;609;1301;921;674;189;20;2;73;254;7646
;49247;La Possonnière;199;6;0;344;79;260;164;221;43;3;0;22;86;1427
;49248;Ombrée d'Anjou;528;18;1;1520;205;1130;419;728;244;10;1;147;221;5172
;49253;Le Puy-Notre-Dame;66;3;2;201;34;141;60;114;34;0;0;15;33;703
;49257;Les Rairies;63;3;0;183;32;124;49;105;39;2;0;18;28;646
;49259;Rochefort-sur-Loire;195;7;2;342;93;283;129;177;67;2;0;33;61;1390
;49260;La Romagne;159;6;1;377;64;252;109;140;44;5;1;21;52;1231
;49261;Gennes-Val-de-Loire;709;29;1;1354;306;944;514;663;210;15;2;149;278;5175
;49262;Rou-Marson;65;2;0;125;26;98;33;46;19;0;0;13;21;449
;49266;Saint-Augustin-des-Bois;71;5;0;190;33;171;65;89;24;0;1;26;31;706
;49267;Saint-Barthélemy-d'Anjou;1432;40;19;1740;490;997;611;557;125;21;1;68;178;6279
;49269;Saint-Christophe-du-Bois;305;7;3;512;123;348;187;188;30;6;2;18;64;1792
;49271;Saint-Clément-de-la-Place;185;4;0;384;69;264;106;136;30;4;0;20;43;1245
;49272;Saint-Clément-des-Levées;105;5;0;187;33;129;69;79;22;4;0;28;33;694
;49278;Sainte-Gemmes-sur-Loire;548;11;4;758;183;377;268;203;69;9;1;32;86;2550
;49283;Saint-Georges-sur-Loire;387;12;2;778;138;454;212;231;65;7;1;49;82;2417
;49284;Saint-Germain-des-Prés;100;4;1;237;37;182;63;106;37;1;0;23;39;830
;49288;Saint-Jean-de-la-Croix;30;1;0;33;8;23;14;15;7;1;0;2;7;142
;49291;Saint-Just-sur-Dive;20;1;1;40;8;40;25;50;17;0;0;1;11;215
;49292;Val-du-Layon;201;9;2;605;97;415;184;230;66;5;0;49;73;1936
;49294;Saint-Lambert-la-Potherie;358;10;3;527;145;330;181;169;26;5;0;15;42;1811
;49298;Saint-Léger-de-Linières;482;14;4;888;173;457;191;209;43;11;1;30;58;2561
;49299;Saint-Léger-sous-Cholet;388;10;1;562;161;386;167;200;37;5;1;11;47;1977
;49301;Sèvremoine;2223;59;10;4636;894;3124;1404;1685;430;47;2;198;513;15224
;49302;Saint-Macaire-du-Bois;17;0;0;81;9;64;19;34;16;0;0;5;15;260
;49306;Saint-Martin-du-Fouilloux;180;6;2;352;86;208;99;105;22;4;0;22;22;1109
;49307;Loire-Authion;1599;55;15;3049;565;1959;930;1220;338;55;7;204;395;10392
;49308;Saint-Melaine-sur-Aubance;409;9;2;494;96;258;150;148;39;13;1;21;67;1707
;49310;Saint-Paul-du-Bois;26;3;0;99;9;86;28;57;16;2;0;16;15;355
;49311;Saint-Philbert-du-Peuple;73;0;0;254;30;166;71;125;39;2;0;36;38;835
;49321;Saint-Sigismond;17;1;0;64;4;60;15;42;10;0;0;10;7;231
;49323;Verrières-en-Anjou;930;20;14;1681;366;912;494;502;118;16;3;64;164;5283
;49326;Sarrigné;98;2;1;171;30;92;45;65;14;3;0;15;22;559
;49328;Saumur;3165;56;26;3965;1105;2419;1690;1454;431;63;4;256;680;15314
;49329;Savennières;128;10;2;213;48;139;100;90;29;0;0;15;43;817
;49330;Sceaux-d'Anjou;77;10;2;205;27;166;50;83;22;1;0;15;15;674
;49331;Segré-en-Anjou Bleu;1343;49;2;2952;517;1986;969;1232;378;38;2;223;431;10122
;49332;La Séguinière;494;12;1;974;178;489;269;234;55;10;1;19;85;2821
;49333;Seiches-sur-le-Loir;217;5;2;524;104;406;175;232;53;5;0;36;63;1822
;49334;Sermaise;21;1;1;57;10;37;17;26;11;0;0;8;9;200
;49336;Somloire;43;0;1;127;26;104;53;79;22;3;0;6;31;495
;49338;Soulaines-sur-Aubance;140;1;3;264;48;157;83;106;27;2;0;17;29;878
;49339;Soulaire-et-Bourg;142;6;0;246;45;187;86;93;26;4;0;18;49;905
;49341;Souzay-Champigny;85;2;0;118;23;79;51;65;16;3;0;11;25;478
;49343;La Tessoualle;345;6;1;618;147;380;210;187;39;8;0;22;66;2030
;49344;Thorigné-d'Anjou;77;1;2;231;25;140;51;81;25;5;0;16;14;667
;49345;Bellevigne-en-Layon;402;14;6;992;178;738;304;405;141;17;1;84;123;3405
;49347;Tiercé;483;9;1;850;137;534;260;300;76;12;1;42;113;2818
;49352;Toutlemonde;119;1;1;230;53;172;77;85;25;2;1;13;25;804
;49353;Trélazé;1492;38;7;1833;533;1559;841;908;214;31;3;116;242;7818
;49355;Trémentines;244;6;2;539;103;397;153;234;60;5;0;42;62;1847
;49358;Turquant;47;0;0;83;20;69;34;43;7;2;0;12;12;331
;49359;Les Ulmes;44;0;0;102;20;70;36;54;11;3;0;14;15;371
;49361;Varennes-sur-Loire;125;5;2;275;57;226;85;152;34;3;0;44;66;1076
;49362;Varrains;145;2;2;206;64;147;89;96;31;2;0;13;42;838
;49364;Vaudelnay;80;3;0;187;28;137;45;101;41;2;0;34;31;688
;49367;Erdre-en-Anjou;298;17;3;1072;123;733;238;446;124;10;1;61;106;3232
;49368;Vernantes;156;2;2;302;51;188;98;177;43;2;0;45;50;1116
;49369;Vernoil-le-Fourrier;70;4;0;185;32;143;73;120;39;1;0;33;43;744
;49370;Verrie;39;0;1;83;13;54;22;45;14;0;0;9;18;299
;49371;Vezins;137;5;2;320;56;226;112;147;28;1;1;20;33;1089
;49373;Lys-Haut-Layon;445;11;2;1405;191;950;374;641;211;12;0;116;184;4542
;49374;Villebernier;134;5;1;230;38;182;83;118;46;1;0;25;37;900
;49377;Rives-du-Loir-en-Anjou;688;27;8;1377;212;671;323;394;98;24;0;79;141;4042
;49378;Vivy;175;4;1;440;80;345;159;211;68;6;0;39;76;1605
;49381;Yzernay;124;1;0;313;57;245;106;146;48;3;1;25;47;1116
;ND;ND;177;3;2;326;35;151;69;76;16;10;0;6;18;890
;Total département;;79389;2107;637;134154;29198;88708;46359;52883;14697;1697;132;8597;17245;475805
Mayenne;53001;Ahuillé;171;9;1;345;63;237;106;135;37;6;0;18;41;1171
;53002;Alexain;29;5;0;99;13;77;26;51;14;0;0;12;14;341
;53003;Ambrières-les-Vallées;283;18;1;607;88;372;166;278;110;9;0;81;89;2103
;53005;Andouillé;181;13;0;410;64;302;116;189;57;0;1;33;65;1431
;53007;Argentré;310;8;0;502;102;357;151;206;71;1;0;35;60;1805
;53008;Aron;178;41;0;332;60;240;110;163;50;0;4;28;51;1257
;53009;Arquenay;30;3;0;105;14;91;40;64;23;2;1;7;15;396
;53010;Assé-le-Bérenger;29;1;0;57;18;49;17;38;11;0;0;13;11;246
;53011;Astillé;59;3;0;143;14;113;42;72;16;1;0;20;16;500
;53012;Athée;28;6;0;104;11;79;19;34;21;0;0;7;16;326
;53013;Averton;42;0;1;108;10;92;27;70;20;0;0;15;19;405
;53015;La Baconnière;101;8;0;308;40;249;75;142;39;4;0;17;43;1027
;53016;Bais;77;3;1;211;35;143;47;99;41;0;0;31;35;723
;53017;Val-du-Maine;38;3;0;201;35;131;51;71;32;0;0;18;25;604
;53018;Ballots;55;4;0;213;21;170;47;106;40;0;0;30;35;721
;53019;Bannes;6;0;0;27;1;14;4;12;2;0;0;1;3;71
;53021;La Bazoge-Montpinçon;97;3;1;199;30;105;46;74;24;2;0;18;23;623
;53022;La Bazouge-de-Chemeré;19;7;0;88;14;78;23;38;13;1;0;5;17;304
;53023;La Bazouge-des-Alleux;29;3;1;97;6;70;33;31;11;3;1;7;9;303
;53025;Bazougers;71;1;1;182;26;154;56;115;32;0;0;24;17;679
;53026;Beaulieu-sur-Oudon;32;1;0;85;9;51;28;37;15;4;1;11;12;285
;53027;Beaumont-Pied-de-Boeuf;19;0;0;30;4;28;13;24;4;1;0;5;7;135
;53028;Belgeard;32;5;0;101;8;78;26;68;10;2;0;6;13;350
;53029;Bierné-les-Villages;61;0;1;190;22;152;59;120;39;0;0;22;32;699
;53030;Le Bignon-du-Maine;17;0;0;58;5;44;16;40;13;0;0;5;5;203
;53031;La Bigottière;20;1;0;85;9;48;23;51;4;0;0;19;14;274
;53033;La Boissière;10;0;0;22;5;19;6;10;3;0;0;4;2;81
;53034;Bonchamp-lès-Laval;937;20;4;1462;311;803;400;444;191;12;1;79;126;4790
;53035;Bouchamps-lès-Craon;28;3;0;109;12;77;19;50;11;0;0;12;14;335
;53036;Bouère;47;3;1;153;28;128;50;80;26;1;0;16;30;564
;53037;Bouessay;61;2;0;149;25;107;46;59;11;0;0;5;16;481
;53038;Boulay-les-Ifs;13;1;0;33;5;20;6;9;4;0;0;2;3;97
;53039;Le Bourgneuf-la-Forêt;152;3;0;287;48;218;113;111;44;5;1;25;60;1066
;53040;Bourgon;29;2;0;75;18;94;35;72;20;1;0;17;31;394
;53041;Brains-sur-les-Marches;10;0;0;45;8;41;18;30;6;0;0;9;8;175
;53042;Brecé;35;4;0;137;19;100;47;79;30;0;0;21;26;499
;53043;Brée;42;3;0;87;19;74;23;48;22;0;0;15;12;345
;53045;La Brûlatte;48;1;0;132;16;90;25;70;26;2;0;15;25;451
;53046;Le Buret;17;3;0;59;7;29;11;33;6;1;0;5;10;181
;53047;Carelles;11;0;0;43;5;37;10;29;5;0;0;4;9;154
;53048;Chailland;67;10;0;201;23;161;71;101;30;0;1;24;33;723
;53049;Châlons-du-Maine;58;6;0;121;25;105;24;48;17;0;0;10;12;426
;53051;Champéon;28;2;0;82;17;86;30;62;23;0;0;15;21;366
;53052;Champfrémont;21;0;0;50;11;34;16;23;14;0;0;6;9;186
;53053;Champgenéteux;28;2;0;86;18;83;35;47;16;0;0;23;28;367
;53054;Changé;936;20;13;2902;303;725;351;370;90;32;0;44;137;5923
;53055;Chantrigné;52;2;0;95;10;87;33;48;17;1;0;12;12;370
;53056;La Chapelle-Anthenaise;98;4;0;175;22;124;51;60;16;0;0;12;21;584
;53057;La Chapelle-au-Riboul;35;3;0;49;13;64;34;47;25;0;0;11;14;296
;53058;La Chapelle-Craonnaise;19;1;0;68;13;39;16;40;12;0;0;4;8;222
;53059;La Chapelle-Rainsouin;18;2;0;66;7;54;16;34;14;0;0;17;5;234
;53061;Charchigné;27;1;0;85;12;58;23;44;13;0;0;13;10;286
;53062;Château-Gontier-sur-Mayenne;1745;41;11;2804;576;1847;945;1071;310;30;2;179;384;9947
;53063;Châtelain;22;1;0;74;11;66;26;43;15;3;0;8;14;283
;53064;Châtillon-sur-Colmont;61;11;0;162;31;123;56;89;37;0;0;26;33;631
;53066;Chemazé;91;0;2;216;27;196;50;103;35;2;0;21;31;773
;53067;Chémeré-le-Roi;24;3;0;57;10;54;20;32;20;1;0;16;13;251
;53068;Chérancé;5;0;0;30;1;26;6;21;5;1;0;7;5;108
;53069;Chevaigné-du-Maine;14;1;0;26;4;23;7;12;4;1;0;4;12;109
;53071;Colombiers-du-Plessis;21;2;0;86;13;72;24;45;10;0;0;11;17;302
;53072;Commer;80;12;2;232;43;171;47;109;29;4;2;25;30;785
;53073;Congrier;34;3;0;197;14;107;42;79;37;0;1;11;27;552
;53074;Contest;62;4;1;158;26;126;46;67;29;1;0;17;21;559
;53075;Cosmes;16;1;0;43;5;46;15;34;4;0;0;5;5;174
;53076;Cossé-en-Champagne;13;3;0;49;4;44;11;28;13;2;0;6;5;178
;53077;Cossé-le-Vivien;200;12;1;613;85;441;143;276;81;2;0;46;71;1971
;53078;Coudray;46;4;1;165;21;111;40;59;16;2;1;12;22;500
;53079;Couesmes-Vaucé;14;1;0;63;6;42;25;35;16;2;0;9;19;231
;53080;Couptrain;12;0;0;22;2;24;9;10;6;0;0;2;9;96
;53082;Courbeveille;37;4;0;100;15;90;32;58;24;0;0;5;4;370
;53083;Courcité;39;4;0;137;24;121;48;70;35;0;0;25;32;535
;53084;Craon;334;12;1;799;133;505;264;314;100;3;0;59;124;2647
;53085;Crennes-sur-Fraubée;12;1;0;47;3;24;4;14;7;1;0;5;6;125
;53086;La Croixille;25;3;0;102;15;81;33;48;16;0;0;13;14;350
;53087;La Cropte;14;0;2;44;1;35;8;32;4;1;0;3;5;150
;53088;Cuillé;40;1;0;160;29;128;48;96;30;3;0;18;32;584
;53089;Daon;36;3;1;78;15;80;17;32;19;0;0;9;21;312
;53090;Denazé;6;1;0;29;4;15;12;18;3;0;0;3;2;93
;53091;Désertines;35;1;0;77;18;55;28;43;13;2;0;10;15;298
;53093;La Dorée;14;1;0;42;9;33;24;33;5;0;0;6;10;177
;53094;Entrammes;200;7;0;451;69;280;111;167;31;4;1;19;61;1402
;53096;Ernée;530;11;5;967;177;604;314;417;121;5;2;81;159;3392
;53097;Évron;703;24;3;1357;252;921;506;623;207;6;1;97;202;4903
;53098;Fontaine-Couverte;14;0;0;70;5;60;20;26;15;0;0;11;7;229
;53099;Forcé;131;4;0;206;54;144;82;77;21;3;0;11;34;767
;53100;Fougerolles-du-Plessis;108;4;0;182;29;171;84;94;29;2;0;17;38;757
;53101;Fromentières;55;4;0;125;20;117;24;68;25;1;0;20;31;490
;53102;Gastines;7;0;0;19;4;35;10;15;8;0;0;1;6;106
;53103;Le Genest-Saint-Isle;199;11;1;397;76;264;126;140;45;2;0;26;55;1339
;53104;Gennes-Longuefuye;75;4;1;241;30;170;49;133;40;2;0;24;38;806
;53105;Gesnes;18;1;0;50;8;24;7;24;12;2;0;4;2;152
;53106;Gesvres;39;1;0;66;16;66;32;63;20;1;0;12;23;339
;53107;Gorron;186;5;3;421;64;328;162;209;66;2;0;37;69;1553
;53108;La Gravelle;30;3;1;95;19;79;27;49;19;1;0;10;4;337
;53109;Grazay;35;8;0;107;10;93;32;51;17;2;1;13;20;389
;53110;Grez-en-Bouère;41;1;0;166;15;127;36;91;29;1;2;26;35;571
;53112;Le Ham;15;2;1;61;10;53;20;49;21;0;1;14;4;250
;53113;Hambers;32;14;0;72;16;83;19;53;27;2;0;21;31;371
;53114;Hardanges;12;1;0;28;7;19;11;18;7;0;0;12;6;122
;53115;Hercé;13;2;0;51;7;52;14;36;20;0;0;6;8;209
;53116;Le Horps;45;3;1;147;25;98;29;81;21;3;0;12;26;491
;53117;Houssay;28;2;0;81;9;70;18;41;11;2;0;14;15;292
;53118;Le Housseau-Brétignolles;9;0;0;23;4;39;21;32;9;0;0;5;9;152
;53119;L'Huisserie;625;24;5;751;210;537;253;297;71;6;1;32;97;2910
;53120;Izé;28;1;0;72;12;57;30;34;16;1;0;21;15;288
;53121;Javron-les-Chapelles;128;1;2;240;20;171;71;140;49;0;0;44;48;913
;53122;Jublains;35;8;0;121;16;92;33;77;26;0;0;18;23;450
;53123;Juvigné;63;2;0;230;23;187;58;113;41;4;0;28;35;785
;53124;Prée-d'Anjou;70;1;0;258;31;185;69;132;42;1;0;21;43;853
;53125;Landivy;95;1;0;167;46;121;76;80;26;1;0;20;49;683
;53126;Larchamp;55;2;0;173;18;134;54;92;32;0;0;25;32;618
;53127;Lassay-les-Châteaux;174;11;1;365;62;317;137;198;73;1;2;41;73;1456
;53128;Laubrières;15;0;0;72;4;41;15;27;14;0;0;12;6;205
;53129;Launay-Villiers;23;1;0;56;5;54;28;31;12;0;0;8;13;232
;53130;Laval;6493;167;48;6923;1935;4569;2864;2784;694;102;12;331;858;27780
;53131;Lesbois;18;0;0;24;5;28;12;23;5;0;0;5;5;126
;53132;Levaré;12;4;0;50;6;42;14;35;6;0;0;2;6;177
;53133;Lignières-Orgères;40;1;0;126;11;87;30;87;39;1;0;25;31;478
;53134;Livet;6;0;1;35;3;23;6;13;2;0;0;6;0;96
;53135;Livré-la-Touche;40;5;0;137;18;100;34;59;22;2;0;23;26;466
;53136;La Roche-Neuville;99;0;1;218;32;177;59;106;24;1;1;18;31;767
;53137;Loiron-Ruillé;235;10;0;435;82;357;127;256;80;6;0;36;60;1685
;53139;Loupfougères;30;8;0;53;8;59;19;57;21;1;0;10;10;277
;53140;Louverné;514;17;2;841;174;512;233;276;81;9;1;38;93;2792
;53141;Louvigné;117;6;0;216;31;166;60;87;39;0;0;4;28;753
;53142;Madré;19;0;0;66;9;31;21;16;18;0;0;7;17;204
;53143;Maisoncelles-du-Maine;27;2;1;105;14;74;20;47;12;0;0;8;7;316
;53144;Marcillé-la-Ville;44;9;0;126;25;115;47;78;26;3;1;14;23;512
;53145;Marigné-Peuton;24;0;0;92;10;76;23;46;15;2;0;4;9;302
;53146;Martigné-sur-Mayenne;116;8;0;392;54;229;72;120;38;2;0;26;31;1089
;53147;Mayenne;1668;158;6;2263;523;1387;795;913;270;31;13;149;328;8504
;53148;Mée;5;1;0;46;3;30;5;15;12;1;0;7;4;129
;53150;Ménil;80;2;1;186;30;115;52;83;24;1;0;17;21;612
;53151;Méral;53;4;0;169;17;130;50;86;32;0;0;20;29;591
;53152;Meslay-du-Maine;213;7;0;505;64;366;157;239;78;2;0;36;76;1742
;53153;Mézangers;33;2;0;134;23;87;37;49;19;1;0;11;21;419
;53154;Montaudin;63;3;1;156;19;104;48;71;18;0;0;13;34;529
;53155;Montenay;119;2;1;228;49;204;63;117;44;2;1;27;38;895
;53156;Montflours;23;3;0;45;9;34;9;22;8;1;0;3;8;165
;53157;Montigné-le-Brillant;135;10;2;256;56;158;93;98;39;1;1;18;30;897
;53158;Montjean;60;2;0;164;29;147;50;93;24;0;0;12;26;606
;53160;Montreuil-Poulay;19;7;0;59;17;54;20;30;15;0;0;14;14;250
;53161;Montsûrs;228;12;0;554;84;392;167;273;96;6;1;72;88;1972
;53162;Moulay;110;5;0;189;31;140;51;77;23;0;0;16;30;671
;53163;Neau;39;3;0;137;29;124;37;66;20;0;0;11;31;496
;53164;Neuilly-le-Vendin;33;0;0;63;10;48;22;37;14;0;0;10;18;256
;53165;Niafles;16;1;0;54;11;43;19;29;10;0;0;8;10;202
;53168;Nuillé-sur-Vicoin;114;4;1;202;41;154;76;95;36;1;1;11;33;770
;53169;Olivet;24;2;1;67;12;55;23;35;17;0;0;12;9;257
;53170;Oisseau;70;5;1;210;41;157;52;95;43;3;0;22;33;732
;53172;Origné;26;3;0;75;11;46;22;45;10;0;1;12;10;261
;53173;La Pallu;11;0;0;25;4;24;9;23;10;0;0;11;3;121
;53174;Parigné-sur-Braye;104;6;0;168;27;108;41;63;19;2;0;9;20;568
;53175;Parné-sur-Roc;117;3;0;248;50;176;58;111;21;3;0;14;24;825
;53176;Le Pas;21;1;0;92;6;80;16;52;23;1;0;16;7;314
;53177;La Pellerine;19;2;0;43;4;43;15;22;12;1;1;14;5;181
;53178;Peuton;6;0;0;48;6;31;13;18;7;0;0;7;4;139
;53179;Placé;25;2;0;66;6;46;15;28;9;0;0;4;7;208
;53180;Pommerieux;26;2;0;125;13;86;44;66;25;0;0;10;12;410
;53181;Pontmain;121;4;1;280;46;193;104;158;49;2;0;29;56;1043
;53182;Port-Brillet;149;3;0;275;54;200;113;131;45;1;0;25;44;1041
;53184;Préaux;3;0;0;34;1;26;5;20;13;0;0;6;7;117
;53185;Pré-en-Pail-Saint-Samson;173;3;1;403;49;280;115;212;77;7;3;61;87;1472
;53186;Quelaines-Saint-Gault;89;4;0;412;35;312;104;217;77;4;0;39;49;1342
;53187;Ravigny;19;1;0;41;7;36;11;21;9;0;0;3;11;159
;53188;Renazé;176;5;1;381;65;289;167;215;81;2;0;52;69;1503
;53189;Rennes-en-Grenouilles;2;0;0;19;3;15;2;16;3;0;0;0;5;65
;53190;Le Ribay;21;1;0;77;12;63;12;48;13;0;0;15;13;276
;53191;La Roë;12;0;0;35;3;37;14;27;11;0;0;5;6;152
;53192;La Rouaudière;14;0;0;43;6;39;8;39;10;0;0;8;9;176
;53193;Ruillé-Froid-Fonds;32;3;0;74;12;71;26;65;24;1;1;14;15;339
;53195;Sacé;22;2;0;91;5;69;17;46;14;1;0;5;10;282
;53196;Saint-Aignan-de-Couptrain;23;0;0;69;6;50;15;46;15;0;0;4;8;238
;53197;Saint-Aignan-sur-Roë;58;3;0;146;22;118;44;71;19;0;0;16;23;520
;53198;Saint-Aubin-du-Désert;21;0;0;34;8;27;14;33;6;0;0;6;10;160
;53199;Saint-Aubin-Fosse-Louvain;11;0;0;44;6;36;15;31;7;0;0;12;6;169
;53200;Saint-Baudelle;132;18;1;248;43;162;48;89;31;2;3;8;26;812
;53201;Saint-Berthevin;1266;22;11;1710;384;800;517;488;142;30;1;55;154;5581
;53202;Saint-Berthevin-la-Tannière;16;2;0;64;14;39;22;30;11;0;0;2;16;215
;53203;Saint-Brice;26;3;0;86;20;80;35;42;13;0;0;10;16;329
;53204;Saint-Calais-du-Désert;20;1;0;69;5;43;13;42;27;1;0;12;7;242
;53206;Saint-Charles-la-Forêt;8;0;0;32;3;32;10;23;6;0;0;2;8;124
;53208;Saint-Cyr-en-Pail;28;1;0;86;13;38;22;41;20;0;0;15;12;276
;53209;Saint-Cyr-le-Gravelais;38;2;0;80;16;81;27;47;16;0;0;8;19;335
;53210;Saint-Denis-d'Anjou;114;7;2;224;40;178;77;95;34;2;0;22;33;826
;53211;Saint-Denis-de-Gastines;65;3;2;249;33;214;84;141;53;3;0;28;52;927
;53212;Saint-Denis-du-Maine;34;1;0;91;15;63;20;45;16;0;0;2;9;296
;53214;Saint-Erblon;8;0;0;23;3;25;4;15;2;0;0;3;7;91
;53216;Saint-Fraimbault-de-Prières;88;14;0;172;23;130;48;75;31;1;0;16;24;622
;53218;Sainte-Gemmes-le-Robert;51;7;0;150;13;115;37;93;21;1;2;17;30;538
;53219;Saint-Georges-Buttavent;128;8;0;247;43;213;63;127;43;1;0;33;36;944
;53220;Saint-Georges-le-Fléchard;19;1;1;54;7;65;11;28;9;1;0;3;8;209
;53221;Saint-Georges-sur-Erve;29;4;0;51;7;43;17;37;12;0;0;9;14;224
;53222;Saint-Germain-d'Anxure;27;3;0;50;10;40;17;28;11;0;0;19;7;212
;53223;Saint-Germain-de-Coulamer;26;2;0;58;9;40;29;39;16;0;1;9;14;244
;53224;Saint-Germain-le-Fouilloux;79;12;0;212;32;137;60;78;25;3;0;20;33;690
;53225;Saint-Germain-le-Guillaume;21;6;0;68;11;61;28;49;13;0;0;11;9;278
;53226;Saint-Hilaire-du-Maine;45;2;0;153;21;134;40;68;20;0;0;15;23;521
;53228;Blandouet-Saint Jean;35;3;0;108;7;72;18;58;18;1;0;16;12;348
;53229;Saint-Jean-sur-Mayenne;200;11;0;290;61;200;88;95;34;2;1;18;38;1039
;53230;Saint-Julien-du-Terroux;15;2;0;45;6;29;6;23;9;0;0;6;7;149
;53232;Saint-Léger;15;0;0;62;9;39;13;22;9;1;0;8;9;187
;53233;Saint-Loup-du-Dorat;29;0;1;49;8;35;15;28;10;1;0;6;9;191
;53234;Saint-Loup-du-Gast;23;6;0;71;14;39;12;22;14;2;1;8;10;224
;53235;Sainte-Marie-du-Bois;20;0;0;36;10;21;17;20;2;0;0;3;9;139
;53236;Saint-Mars-du-Désert;15;0;0;17;1;21;11;11;5;1;1;7;4;95
;53237;Saint-Mars-sur-Colmont;26;2;0;68;15;67;21;43;18;1;0;25;12;299
;53239;Saint-Martin-de-Connée;29;2;0;58;9;54;29;41;16;0;0;16;24;278
;53240;Saint-Martin-du-Limet;26;1;0;102;8;68;20;52;14;2;1;14;11;320
;53242;Saint-Michel-de-la-Roë;8;1;0;40;7;26;16;33;8;0;0;4;10;155
;53243;Saint-Ouën-des-Toits;158;10;4;320;48;243;76;119;36;4;3;22;38;1080
;53245;Saint-Pierre-des-Landes;54;0;0;167;21;118;44;72;30;1;0;16;26;549
;53246;Saint-Pierre-des-Nids;152;10;0;264;61;237;123;179;82;2;0;55;59;1224
;53247;Saint-Pierre-la-Cour;208;6;2;388;72;278;144;150;60;2;0;40;55;1405
;53248;Saint-Pierre-sur-Erve;11;0;0;22;6;19;6;2;8;1;0;2;3;81
;53249;Saint-Pierre-sur-Orthe;28;1;0;75;16;61;25;43;16;0;0;15;19;299
;53250;Saint-Poix;12;0;0;58;2;44;20;35;17;0;0;4;8;200
;53251;Saint-Quentin-les-Anges;9;4;0;71;8;68;22;44;16;1;0;11;16;271
;53253;Saint-Saturnin-du-Limet;24;0;0;72;5;67;19;43;15;2;0;11;15;272
;53255;Sainte-Suzanne-et-Chammes;96;5;2;251;33;150;57;114;36;0;0;15;37;796
;53256;Saint-Thomas-de-Courceriers;10;2;0;18;6;22;15;19;8;0;1;8;11;121
;53257;Saulges;10;1;0;48;4;35;14;21;11;1;0;9;9;163
;53258;La Selle-Craonnaise;54;3;1;140;16;127;43;64;28;0;0;9;27;513
;53259;Senonnes;17;0;0;70;8;41;9;27;14;0;0;2;11;199
;53260;Simplé;21;1;1;49;9;61;16;34;10;0;0;6;10;218
;53261;Soucé;6;0;0;18;8;27;9;20;7;0;0;4;7;106
;53262;Soulgé-sur-Ouette;76;8;0;219;32;136;56;105;20;2;0;17;26;696
;53263;Thuboeuf;16;0;0;42;9;42;20;31;5;1;0;5;7;178
;53264;Thorigné-en-Charnie;4;0;0;28;4;26;9;22;5;0;0;4;4;108
;53265;Torcé-Viviers-en-Charnie;46;2;0;120;12;83;30;81;19;1;0;17;24;434
;53266;Trans;10;0;0;27;7;32;4;30;18;2;0;13;10;155
;53267;Vaiges;46;4;0;215;26;155;47;100;31;2;0;21;42;689
;53269;Vautorte;35;0;0;86;19;68;30;60;16;2;0;12;17;345
;53270;Vieuvy;6;1;1;16;5;15;10;7;2;0;0;2;4;69
;53271;Villaines-la-Juhel;208;3;2;428;73;336;150;262;88;4;2;70;105;1729
;53272;Villepail;8;0;0;26;4;13;7;25;9;1;0;6;8;107
;53273;Villiers-Charlemagne;80;0;1;211;28;148;62;92;23;2;0;19;25;691
;53274;Vimarcé;9;0;0;38;5;29;9;13;10;1;0;8;9;131
