Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;07049;Le Chambon;6;0;0;12;2;6;2;0;1;0;0;0;3;32
;07050;Chambonas;67;3;0;129;31;92;51;61;22;1;0;9;25;491
;07051;Champagne;60;1;0;101;30;97;40;51;10;1;0;4;8;403
;07052;Champis;45;1;0;98;13;84;40;43;18;0;0;4;9;356
;07053;Chandolas;57;2;0;83;18;62;20;39;13;1;0;8;19;320
;07054;Chanéac;20;3;0;37;8;31;22;17;12;2;0;8;7;168
;07055;Charmes-sur-Rhône;357;9;3;556;113;363;170;200;45;7;1;25;60;1909
;07056;Charnas;111;0;0;161;16;105;58;56;14;4;0;17;14;556
;07058;Chassiers;107;4;2;154;50;106;51;54;14;3;0;19;25;590
;07059;Châteaubourg;36;0;0;40;10;27;9;16;8;1;0;6;8;161
;07060;Châteauneuf-de-Vernoux;32;0;0;33;5;35;13;19;11;1;0;7;8;164
;07061;Chauzon;55;1;0;64;23;53;18;30;9;1;0;14;20;289
;07062;Chazeaux;10;0;0;15;6;20;10;7;2;0;1;3;4;79
;07063;Cheminas;24;0;0;79;11;41;24;29;11;0;0;4;10;233
;07064;Le Cheylard;432;9;1;485;177;292;201;186;64;2;0;47;105;2000
;07065;Chirols;26;1;0;26;9;30;21;30;8;0;0;6;3;159
;07066;Chomérac;357;8;6;515;128;398;190;272;83;9;1;40;98;2106
;07067;Colombier-le-Cardinal;28;0;0;69;12;37;18;19;8;0;0;3;12;206
;07068;Colombier-le-Jeune;38;1;0;111;19;62;23;46;13;0;0;15;16;344
;07069;Colombier-le-Vieux;43;1;3;115;16;79;39;53;13;2;0;12;18;395
;07070;Cornas;342;1;2;413;87;277;164;165;38;2;0;23;40;1554
;07071;Coucouron;94;1;0;163;20;89;28;49;22;0;0;12;11;489
;07072;Coux;231;9;0;263;90;226;140;128;29;3;0;22;50;1189
;07073;Le Crestet;39;0;0;118;17;77;36;51;15;1;0;12;14;381
;07074;Creysseilles;12;1;0;19;5;20;15;20;4;1;0;1;5;104
;07075;Cros-de-Géorand;16;0;0;14;4;15;2;15;8;0;0;2;7;84
;07076;Cruas;303;15;0;494;112;375;168;229;65;16;0;30;60;1865
;07077;Darbres;23;2;0;30;9;39;14;16;9;2;0;4;8;156
;07078;Davézieux;634;8;6;734;193;379;222;230;54;14;2;25;92;2594
;07079;Désaignes;87;7;2;175;36;155;64;107;36;1;0;23;44;738
;07080;Devesset;24;1;0;50;13;45;12;28;7;0;0;5;9;195
;07081;Dompnac;6;0;0;15;5;5;4;6;0;1;0;4;3;50
;07082;Dornas;24;1;0;22;14;30;22;20;8;0;0;2;17;161
;07083;Dunière-sur-Eyrieux;37;1;0;76;17;51;23;28;15;0;0;8;13;270
;07084;Eclassan;86;2;0;173;30;148;58;110;19;2;0;17;21;665
;07085;Empurany;37;2;0;98;20;64;33;63;19;0;0;22;18;375
;07086;Étables;91;1;1;147;33;100;54;91;22;1;0;15;24;579
;07087;Fabras;42;1;1;54;15;44;26;42;11;1;0;9;18;265
;07088;Faugères;17;0;0;21;4;10;9;9;2;0;0;3;6;82
;07089;Félines;197;4;1;357;83;229;102;125;28;1;2;17;39;1185
;07090;Flaviac;155;0;1;185;46;170;70;108;36;1;0;22;32;826
;07091;Fons;43;2;0;53;15;45;17;27;8;0;0;3;10;223
;07092;Freyssenet;5;1;0;13;0;8;6;5;9;0;0;3;4;54
;07093;Genestelle;23;2;0;21;8;37;22;28;11;0;0;4;19;175
;07094;Gilhac-et-Bruzac;9;0;0;28;4;25;5;19;7;1;0;4;5;109
;07095;Gilhoc-sur-Ormèze;35;1;1;60;14;54;24;41;11;0;0;9;11;262
;07096;Gluiras;30;0;1;49;11;44;21;32;4;0;1;14;16;224
;07097;Glun;81;0;0;129;24;97;52;45;10;1;0;8;11;460
;07098;Gourdon;6;0;0;11;4;9;5;10;1;0;0;2;2;50
;07099;Gras;53;1;2;117;17;70;38;37;21;2;0;13;22;395
;07100;Gravières;50;1;0;59;17;54;36;44;11;0;0;10;20;303
;07101;Grospierres;118;1;0;137;34;89;53;91;17;4;2;12;34;591
;07102;Guilherand-Granges;1990;31;14;1762;567;1070;709;513;114;17;0;63;169;7019
;07103;Saint-Julien-d'Intres;34;0;0;45;11;31;20;23;9;0;0;4;10;187
;07104;Issamoulenc;1;0;0;7;3;15;7;6;3;1;0;1;3;47
;07105;Issanlas;8;0;0;17;9;16;9;12;2;0;0;1;2;77
;07106;Issarlès;10;0;0;22;3;13;8;10;7;0;0;5;4;83
;07107;Jaujac;158;3;1;154;59;129;76;88;20;0;1;9;40;738
;07108;Jaunac;13;0;0;21;6;22;4;6;2;0;0;3;4;81
;07109;Joannas;37;1;0;50;19;43;22;16;10;0;0;8;10;218
;07110;Joyeuse;203;6;1;248;54;211;102;121;40;11;1;18;29;1045
;07111;Juvinas;17;1;0;31;2;19;13;15;4;0;0;9;3;114
;07112;Labastide-sur-Bésorgues;35;0;0;29;9;26;6;16;8;0;0;3;6;139
;07113;Labastide-de-Virac;25;2;0;40;10;31;14;26;12;2;0;6;11;180
;07114;Labatie-d'Andaure;23;0;0;28;5;24;9;29;13;0;0;3;3;137
;07115;Labeaume;95;1;0;135;31;88;36;70;19;2;0;8;18;503
;07116;Labégude;141;5;1;163;62;120;93;102;34;0;0;24;52;797
;07117;Lablachère;297;7;3;351;70;240;171;193;57;4;0;51;96;1539
;07118;Laboule;11;0;0;20;7;18;8;9;8;0;0;2;6;89
;07119;Le Lac-d'Issarlès;13;0;0;41;4;24;15;22;6;0;0;8;4;138
;07120;Lachamp-Raphaël;5;0;0;8;2;5;2;5;3;0;0;2;0;32
;07121;Lachapelle-Graillouse;23;0;0;33;7;27;5;11;5;0;0;6;1;119
;07122;Lachapelle-sous-Aubenas;201;4;2;312;74;194;73;118;34;0;0;18;35;1064
;07123;Lachapelle-sous-Chanéac;12;0;0;21;7;27;7;23;6;0;0;5;2;110
;07124;Lafarre;1;1;0;9;1;5;2;4;1;0;0;3;1;28
;07126;Lagorce;143;5;0;168;45;134;63;102;38;5;0;28;44;776
;07127;Lalevade-d'Ardèche;97;3;0;133;45;117;56;80;26;1;0;19;29;608
;07128;Lalouvesc;39;0;0;42;7;28;28;26;9;0;0;6;16;200
;07129;Lamastre;205;2;0;377;54;255;132;189;60;0;1;44;62;1381
;07130;Lanarce;27;0;0;33;10;30;13;11;6;0;0;5;6;142
;07131;Lanas;52;3;0;69;20;55;33;39;13;1;0;8;15;308
;07132;Largentière;190;4;2;216;56;210;97;152;48;4;0;28;52;1060
;07133;Larnas;19;0;0;41;9;24;18;17;13;0;0;3;5;149
;07134;Laurac-en-Vivarais;110;1;1;154;35;120;68;72;26;2;0;21;35;645
;07136;Laveyrune;6;1;0;11;2;5;5;10;0;0;0;1;3;44
;07137;Lavillatte;4;0;0;2;5;8;1;4;0;0;0;1;1;27
;07138;Lavilledieu;281;4;2;459;100;315;116;170;53;7;0;31;57;1594
;07139;Laviolle;12;0;0;16;5;11;8;8;4;1;0;2;4;71
;07140;Lemps;80;3;0;163;33;110;48;52;15;2;1;14;14;536
;07141;Lentillères;22;0;0;27;12;32;9;18;11;0;0;4;6;141
;07142;Lespéron;30;0;0;67;12;41;14;28;12;1;0;8;7;221
;07143;Limony;76;1;0;148;31;119;45;48;12;1;0;10;26;517
;07144;Loubaresse;3;0;0;10;0;2;2;2;0;0;0;0;1;20
;07145;Lussas;127;4;0;193;43;153;55;94;27;3;0;22;32;753
;07146;Lyas;70;2;0;103;33;66;41;63;15;1;2;10;19;426
;07147;Malarce-sur-la-Thines;18;0;0;17;13;27;22;32;6;0;0;13;10;159
;07148;Malbosc;13;2;0;18;3;15;12;16;6;0;0;11;11;107
;07149;Marcols-les-Eaux;23;1;0;27;7;13;10;11;8;0;0;3;5;108
;07150;Mariac;79;0;0;81;32;84;49;52;21;0;0;9;21;428
;07151;Mars;26;3;0;42;12;32;9;21;7;0;0;2;10;164
;07152;Mauves;144;4;0;239;58;146;62;103;24;3;2;14;37;838
;07153;Mayres;22;0;0;28;6;16;19;18;5;0;0;5;6;126
;07154;Mazan-l'Abbaye;17;0;0;26;4;21;7;14;1;0;0;2;6;99
;07155;Mercuer;189;3;1;232;62;180;78;91;29;3;0;23;53;943
;07156;Meyras;101;2;0;146;45;123;51;75;21;1;0;18;39;623
;07157;Meysse;159;3;0;220;55;172;71;101;19;7;0;14;54;877
;07158;Mézilhac;10;0;0;18;5;13;6;12;3;0;0;5;2;74
;07159;Mirabel;83;4;0;108;27;88;38;48;17;4;0;11;24;453
;07160;Monestier;3;0;0;6;2;3;5;10;1;0;0;5;2;37
;07161;Montpezat-sous-Bauzon;68;6;0;91;27;87;36;54;12;1;0;8;19;409
;07162;Montréal;56;1;0;103;18;88;43;42;13;0;0;14;20;398
;07163;Montselgues;4;0;0;9;1;5;6;10;6;0;0;4;2;47
;07165;Belsentes;45;3;0;85;19;74;30;55;23;0;0;14;19;368
;07166;Nozières;22;0;0;37;9;23;15;26;8;0;0;4;10;155
;07167;Les Ollières-sur-Eyrieux;94;4;0;193;40;118;47;74;23;2;0;19;30;644
;07168;Orgnac-l'Aven;63;3;0;114;25;71;38;35;13;1;0;14;16;393
;07169;Ozon;32;2;0;73;10;40;24;30;13;1;0;4;7;237
;07170;Pailharès;15;2;0;40;5;36;14;30;15;0;0;16;9;184
;07171;Payzac;60;2;1;71;18;71;32;48;4;2;0;11;26;347
;07172;Peaugres;314;5;2;429;107;291;161;158;42;6;1;23;72;1612
;07173;Péreyres;2;0;0;0;1;1;1;2;0;0;0;0;5;12
;07174;Peyraud;51;2;0;81;20;57;28;44;14;0;0;6;15;319
;07175;Le Plagnal;1;0;0;12;3;5;2;6;4;0;0;2;2;37
;07176;Planzolles;18;0;0;28;6;14;12;12;4;0;0;2;6;102
;07177;Plats;79;3;2;158;20;98;37;65;29;0;0;23;17;534
;07178;Pont-de-Labeaume;61;0;0;81;29;67;30;50;16;0;1;9;27;372
;07179;Pourchères;14;0;0;21;6;23;11;12;2;0;0;2;6;97
;07181;Le Pouzin;270;2;3;474;93;310;159;255;58;4;1;41;52;1721
;07182;Prades;162;3;1;183;50;154;58;112;30;0;0;21;52;827
;07183;Pradons;68;1;0;81;19;54;34;38;15;3;1;3;15;333
;07184;Pranles;29;2;0;69;10;61;27;52;19;0;0;8;14;291
;07185;Préaux;52;2;0;110;15;82;33;60;24;2;0;10;23;414
;07186;Privas;1178;18;4;1614;358;1008;580;592;167;39;1;86;198;5842
;07187;Prunet;15;0;0;20;3;14;12;7;7;0;0;6;1;86
;07188;Quintenas;188;5;2;224;56;247;115;146;42;4;0;24;51;1103
;07189;Ribes;27;1;0;58;10;33;12;24;7;4;0;2;12;189
;07190;Rochecolombe;27;1;0;33;12;20;14;11;12;0;0;3;6;140
;07191;Rochemaure;272;2;2;384;106;311;142;155;59;10;1;31;55;1530
;07192;Rochepaule;32;0;0;49;13;37;15;20;11;0;0;8;7;192
;07193;Rocher;12;0;0;28;12;14;11;11;6;0;0;2;7;104
;07194;Rochessauve;52;0;0;77;12;55;26;37;8;3;0;6;9;285
;07195;La Rochette;3;0;0;6;2;2;6;2;2;0;0;2;1;27
;07196;Rocles;19;3;0;32;3;21;14;18;14;0;0;6;9;139
;07197;Roiffieux;352;7;1;461;137;347;201;220;70;3;0;36;94;1929
;07198;Rompon;135;3;0;188;42;157;49;85;34;3;1;26;26;749
;07199;Rosières;153;5;1;210;60;184;78;108;37;3;1;25;40;905
;07200;Le Roux;2;0;0;9;2;4;5;6;4;0;0;0;0;32
;07201;Ruoms;309;1;1;385;101;257;119;142;49;3;0;25;62;1455
;07202;Sablières;6;1;0;16;2;11;9;10;6;0;0;3;7;72
;07203;Sagnes-et-Goudoulet;11;0;0;11;4;16;3;8;4;0;0;5;4;67
;07204;Saint-Agrève;301;7;0;400;101;286;146;194;57;2;0;36;75;1605
;07205;Saint-Alban-d'Ay;116;6;0;243;54;193;76;119;49;1;1;19;37;913
;07206;Saint-Alban-en-Montagne;8;0;0;8;1;7;0;5;5;0;0;2;2;39
;07207;Saint-Alban-Auriolles;171;0;1;164;55;118;70;94;19;1;0;13;31;737
;07208;Saint-Andéol-de-Berg;15;1;0;16;4;16;7;13;2;0;0;1;4;82
;07209;Saint-Andéol-de-Fourchades;5;0;0;4;2;10;3;4;2;0;0;1;2;33
;07210;Saint-Andéol-de-Vals;56;3;0;62;20;55;38;53;13;0;0;14;20;335
;07211;Saint-André-de-Cruzières;54;0;0;66;16;49;38;44;16;0;0;8;20;312
;07212;Saint-André-en-Vivarais;14;1;0;37;10;24;20;27;12;0;0;15;14;175
;07213;Saint-André-Lachamp;16;3;0;17;4;18;9;11;3;0;0;4;4;89
;07214;Saint-Apollinaire-de-Rias;8;1;0;31;5;33;13;10;3;0;0;4;7;116
;07215;Saint-Barthélemy-le-Meil;24;3;0;32;6;29;14;14;7;0;1;2;10;142
;07216;Saint-Barthélemy-Grozon;24;1;0;84;14;57;14;56;12;0;0;13;17;292
;07217;Saint-Barthélemy-le-Plain;48;1;0;158;23;106;41;88;21;2;0;8;27;523
;07218;Saint-Basile;21;0;0;62;13;48;19;32;13;0;0;11;13;232
;07219;Saint-Bauzile;33;0;0;58;12;44;12;21;5;1;0;0;9;195
;07220;Saint-Christol;14;0;0;19;3;13;7;13;5;0;0;2;5;81
;07221;Saint-Cierge-la-Serre;16;1;0;32;4;24;18;17;12;0;0;13;6;144
;07222;Saint-Cierge-sous-le-Cheylard;37;0;0;36;13;26;11;15;7;0;0;1;7;153
;07223;Saint-Cirgues-de-Prades;15;0;0;16;4;19;10;6;3;0;0;2;8;83
;07224;Saint-Cirgues-en-Montagne;22;0;0;42;8;23;15;21;2;0;0;2;7;144
;07225;Saint-Clair;215;3;0;246;69;177;102;84;27;3;0;21;28;975
;07226;Saint-Clément;6;0;0;16;4;9;3;7;5;0;0;4;3;57
;07227;Saint-Cyr;169;0;1;247;56;211;96;131;31;0;0;13;47;1001
;07228;Saint-Désirat;94;0;0;162;39;106;54;69;20;1;1;7;18;571
;07229;Saint-Didier-sous-Aubenas;136;0;0;146;24;97;41;69;16;0;1;11;29;570
;07230;Saint-Étienne-de-Boulogne;50;1;0;57;12;57;26;28;16;1;0;6;15;270
;07231;Saint-Étienne-de-Fontbellon;415;9;4;466;127;323;186;192;47;3;2;30;118;1922
;07232;Saint-Étienne-de-Lugdarès;35;0;0;72;12;37;14;26;16;0;0;10;11;233
;07233;Saint-Étienne-de-Serre;16;3;0;24;9;17;14;24;5;1;0;5;7;124
;07234;Saint-Étienne-de-Valoux;20;0;0;40;4;33;17;14;7;0;0;2;5;142
;07235;Sainte-Eulalie;17;1;0;37;6;17;16;17;8;0;0;4;5;128
;07236;Saint-Félicien;93;1;1;190;29;157;59;94;33;0;0;20;28;703
;07237;Saint-Fortunat-sur-Eyrieux;52;3;1;112;32;110;33;59;29;0;1;17;15;465
;07238;Saint-Genest-de-Beauzon;33;0;1;39;3;32;21;26;9;0;0;7;11;182
;07239;Saint-Genest-Lachamp;16;0;0;10;5;12;9;9;3;0;0;1;2;68
;07240;Saint-Georges-les-Bains;322;5;2;424;94;304;115;166;48;1;0;18;80;1578
;07241;Saint-Germain;78;2;0;117;23;94;41;65;14;0;0;11;17;461
;07242;Saint-Gineis-en-Coiron;7;1;0;25;3;12;6;14;2;0;0;0;1;71
;07243;Saint-Jacques-d'Atticieux;26;0;1;54;11;43;25;26;9;1;0;10;10;215
;07244;Saint-Jean-Chambre;16;1;0;36;5;32;16;18;10;1;0;5;9;149
;07245;Saint-Jean-de-Muzols;337;5;1;406;121;271;180;210;33;8;0;27;65;1663
;07247;Saint-Jean-le-Centenier;56;3;0;129;26;104;42;61;18;0;0;9;16;465
;07248;Saint-Jean-Roure;21;1;0;42;14;39;15;25;5;0;0;10;6;179
;07249;Saint-Jeure-d'Andaure;8;0;0;12;3;9;5;8;4;0;0;4;1;55
;07250;Saint-Jeure-d'Ay;34;0;0;92;11;64;31;54;12;1;0;8;11;318
;07251;Saint-Joseph-des-Bancs;12;0;0;23;1;20;6;15;5;1;0;8;8;100
;07253;Saint-Julien-du-Gua;12;0;0;34;9;15;7;14;3;1;1;3;8;108
;07254;Saint-Julien-du-Serre;115;0;0;147;53;109;38;67;22;2;0;14;22;591
;07255;Saint-Julien-en-Saint-Alban;193;4;2;303;67;174;75;114;26;7;2;19;43;1029
;07257;Saint-Julien-le-Roux;12;2;1;17;5;13;4;8;3;1;0;2;4;73
;07258;Saint-Julien-Vocance;29;1;0;35;6;23;12;23;6;2;0;7;5;148
;07259;Saint-Just-d'Ardèche;183;3;1;277;84;232;90;126;31;4;0;28;38;1097
;07260;Saint-Lager-Bressac;94;0;1;142;25;125;58;69;28;8;0;20;32;602
;07261;Saint-Laurent-du-Pape;181;2;0;259;57;222;91;114;34;4;0;16;43;1024
;07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;19;0;0;19;2;12;8;9;6;0;0;4;4;83
;07263;Saint-Laurent-sous-Coiron;13;0;0;12;6;15;9;12;3;1;0;2;3;76
;07264;Saint-Marcel-d'Ardèche;264;8;4;462;85;335;158;206;74;2;2;54;75;1730
;07265;Saint-Marcel-lès-Annonay;141;4;2;215;62;189;93;147;32;1;0;25;49;961
;07266;Sainte-Marguerite-Lafigère;14;0;0;10;1;14;7;11;4;0;0;6;1;68
;07267;Saint-Martial;17;1;0;37;11;29;16;21;11;0;1;11;9;164
;07268;Saint-Martin-d'Ardèche;124;4;1;182;55;133;76;64;25;4;0;19;38;723
;07269;Saint-Martin-de-Valamas;123;5;0;172;48;127;85;98;35;0;0;36;48;778
;07270;Saint-Martin-sur-Lavezon;44;1;0;90;15;60;21;43;7;2;0;12;8;304
;07272;Saint-Maurice-d'Ardèche;51;1;0;57;13;59;23;26;11;2;0;7;7;257
;07273;Saint-Maurice-d'Ibie;23;1;0;27;8;32;16;23;6;1;1;5;10;154
;07274;Saint-Maurice-en-Chalencon;11;0;0;30;5;27;19;17;5;0;0;5;0;120
;07275;Saint-Mélany;1;0;0;8;2;10;7;8;0;1;0;5;3;45
;07276;Saint-Michel-d'Aurance;30;1;0;61;14;24;12;33;8;0;0;2;11;196
;07277;Saint-Michel-de-Boulogne;14;1;0;23;2;13;6;9;2;1;0;2;5;79
;07278;Saint-Michel-de-Chabrillanoux;30;1;0;51;17;54;20;40;13;2;0;7;13;248
;07279;Saint-Montan;193;6;0;322;79;237;112;146;42;4;0;33;53;1228
;07280;Saint-Paul-le-Jeune;108;5;2;149;38;122;64;81;17;1;1;13;48;648
;07281;Saint-Péray;1282;9;13;1404;368;880;521;445;107;23;0;43;163;5259
;07282;Saint-Pierre-de-Colombier;36;2;0;36;11;38;34;26;11;0;0;6;12;213
;07283;Saint-Pierre-la-Roche;4;0;0;10;2;12;1;5;0;0;0;2;2;38
;07284;Saint-Pierre-Saint-Jean;18;0;0;25;3;20;13;10;5;0;0;3;8;105
;07285;Saint-Pierre-sur-Doux;10;0;0;7;1;4;3;8;1;1;0;4;2;41
;07286;Saint-Pierreville;41;0;0;60;18;43;18;37;16;2;0;10;7;253
;07287;Saint-Pons;28;0;0;63;9;34;22;26;6;2;0;9;5;205
;07288;Saint-Priest;176;5;3;232;52;171;91;103;33;5;0;13;34;917
;07289;Saint-Privat;237;2;0;225;83;213;95;111;42;0;0;25;50;1085
;07290;Saint-Prix;14;0;0;33;6;40;14;26;18;0;0;8;9;169
;07291;Saint-Remèze;89;8;0;159;29;130;56;84;21;4;0;18;28;626
;07292;Saint-Romain-d'Ay;107;2;0;228;50;150;66;94;20;0;0;21;33;771
;07293;Saint-Romain-de-Lerps;82;0;1;147;32;116;49;57;17;4;0;14;20;538
;07294;Saint-Sauveur-de-Cruzières;65;0;1;88;24;69;34;48;20;0;0;16;22;386
;07295;Saint-Sauveur-de-Montagut;107;0;1;154;42;108;76;80;29;5;1;29;48;682
;07296;Saint-Sernin;220;5;0;310;65;213;99;122;28;1;0;18;41;1122
;07297;Saint-Sylvestre;35;4;0;82;12;67;27;50;16;2;0;12;18;326
;07298;Saint-Symphorien-sous-Chomérac;92;2;0;142;29;98;49;69;16;1;0;14;24;536
;07299;Saint-Symphorien-de-Mahun;11;1;0;26;10;12;8;8;5;1;0;3;5;91
;07300;Saint-Thomé;66;2;2;67;15;59;19;45;20;2;1;13;10;322
;07301;Saint-Victor;74;2;0;150;24;127;45;94;46;1;0;32;34;630
;07302;Saint-Vincent-de-Barrès;80;3;0;172;29;119;40;66;22;11;0;17;17;577
;07303;Saint-Vincent-de-Durfort;22;3;0;37;7;32;16;24;7;0;0;3;11;162
;07304;Salavas;83;2;0;121;37;83;41;54;12;4;0;9;20;466
;07305;Les Salelles;46;1;0;61;18;38;30;28;10;2;0;7;11;253
;07306;Sampzon;33;2;1;39;8;29;8;19;4;0;0;3;9;155
;07307;Sanilhac;40;1;0;68;19;51;25;39;12;0;0;19;20;294
;07308;Sarras;221;2;1;339;79;250;126;175;54;2;0;28;59;1337
;07309;Satillieu;143;3;2;220;69;171;105;123;50;1;0;30;50;968
;07310;Savas;120;5;3;173;46;128;51;81;21;3;0;16;41;687
;07311;Sceautres;13;0;1;22;4;22;15;13;1;2;0;5;3;101
;07312;Sécheras;46;1;0;92;15;76;36;44;7;0;0;5;12;335
;07313;Serrières;119;5;2;154;37;116;77;75;19;1;1;11;32;649
;07314;Silhac;34;2;0;52;18;40;28;33;10;0;0;10;10;238
;07315;La Souche;46;1;0;52;22;39;31;28;18;1;0;11;14;262
;07316;Soyons;357;3;1;472;122;284;128;126;36;5;2;19;44;1599
;07317;Talencieux;129;4;0;176;51;148;69;77;21;0;1;18;36;731
;07319;Le Teil;895;15;8;1180;327;960;522;682;200;19;1;99;165;5072
;07321;Thorrenc;21;0;0;51;17;40;10;21;6;1;0;5;5;179
;07322;Thueyts;126;7;0;165;47;133;56;102;36;1;0;18;28;718
;07323;Toulaud;218;4;1;343;77;216;105;112;27;3;0;20;33;1160
;07324;Tournon-sur-Rhône;1284;13;9;1674;431;1177;612;708;189;23;0;104;211;6436
;07325;Ucel;310;4;1;355;105;259;130;146;42;5;2;27;76;1463
;07326;Usclades-et-Rieutord;4;0;0;21;2;10;5;11;2;0;0;6;2;63
;07327;Uzer;49;0;0;66;11;53;27;32;7;0;1;6;10;263
;07328;Vagnas;73;1;2;84;19;47;30;44;8;4;1;15;15;344
;07329;Valgorge;31;0;1;39;19;46;23;30;4;0;0;7;7;207
;07330;Vallon-Pont-d'Arc;283;5;0;382;106;293;154;192;51;6;2;49;98;1622
;07331;Vals-les-Bains;487;11;1;480;164;415;245;282;64;2;0;63;121;2338
;07332;Valvignères;47;0;1;85;12;52;16;44;14;1;0;13;14;300
;07333;Vanosc;87;0;0;128;36;113;36;108;28;3;0;24;28;591
;07334;Les Vans;338;3;2;404;110;307;181;237;72;6;2;63;105;1830
;07335;Vaudevant;13;1;0;36;4;28;9;22;7;0;0;5;6;132
;07336;Vernon;33;0;0;34;6;26;13;16;4;1;0;4;11;149
;07337;Vernosc-lès-Annonay;280;3;2;449;118;331;176;212;60;0;2;36;62;1731
;07338;Vernoux-en-Vivarais;163;6;2;267;62;203;94;149;60;2;0;57;55;1121
;07339;Vesseaux;220;2;0;310;81;261;112;136;54;1;2;30;59;1269
;07340;Veyras;232;4;0;387;75;193;101;109;55;3;1;13;64;1236
;07341;Villeneuve-de-Berg;306;8;1;429;92;335;161;240;50;11;0;44;88;1764
;07342;Villevocance;129;3;0;185;44;167;77;146;35;1;0;18;45;849
;07343;Vinezac;160;6;2;249;60;171;67;105;35;4;0;17;26;902
;07344;Vinzieux;44;1;0;91;20;58;19;36;5;1;0;4;3;282
;07345;Vion;102;2;0;141;33;123;79;71;19;0;0;5;23;598
;07346;Viviers;391;8;0;635;136;502;212;294;104;9;0;64;92;2447
;07347;Vocance;39;0;0;92;20;86;39;54;29;1;0;14;18;394
;07348;Vogüé;117;6;0;152;36;122;65;89;26;3;0;31;30;677
;07349;La Voulte-sur-Rhône;491;10;0;651;163;618;279;348;118;8;0;67;123;2878
;ND;ND;118;0;0;123;22;60;15;27;11;1;0;5;7;389
;Total département;;38672;795;194;53391;13266;39279;19832;25106;7505;683;73;4936;9103;212836
Cantal;15001;Allanche;58;0;0;124;29;82;44;62;19;0;0;27;43;489
;15002;Alleuze;16;0;0;42;7;27;6;19;10;1;0;6;12;147
;15003;Ally;45;0;0;124;13;79;35;57;20;0;0;22;27;423
;15004;Andelat;44;2;0;88;11;56;21;52;12;0;0;8;14;307
;15005;Anglards-de-Saint-Flour;26;0;0;94;5;57;21;30;13;2;0;9;7;265
;15006;Anglards-de-Salers;50;1;0;166;14;86;39;51;14;0;0;12;24;458
;15007;Anterrieux;5;0;0;24;2;22;2;14;4;0;0;1;4;78
;15008;Antignac;31;1;0;52;10;37;10;19;8;0;0;3;9;182
;15009;Apchon;15;0;0;38;6;23;10;14;9;0;0;3;4;122
;15010;Arches;7;0;0;41;5;27;7;12;4;0;0;4;8;115
;15011;Arnac;23;0;0;43;3;22;7;13;4;0;0;3;1;119
;15012;Arpajon-sur-Cère;1078;10;5;1256;286;711;414;365;109;6;3;90;176;4510
;15013;Auriac-l'Église;12;1;0;20;10;18;9;16;8;0;0;9;10;114
;15014;Aurillac;4631;48;28;4472;1201;2383;1587;1266;337;70;7;242;646;16919
;15015;Auzers;12;0;0;33;3;17;5;9;7;0;0;6;9;101
;15016;Ayrens;61;0;0;105;10;95;24;68;24;1;0;9;13;411
;15017;Badailhac;11;0;0;26;2;12;3;6;3;0;0;2;4;69
;15018;Barriac-les-Bosquets;5;0;0;18;2;14;12;5;2;0;0;5;2;65
;15019;Bassignac;11;0;0;43;6;36;4;27;3;0;0;5;6;142
;15020;Beaulieu;10;0;0;12;3;9;7;9;1;0;0;1;2;54
;15021;Boisset;55;2;0;121;24;76;30;38;20;0;0;27;25;419
;15022;Bonnac;13;0;0;26;3;26;7;17;9;0;0;10;4;115
;15025;Albepierre-Bredons;17;0;0;41;8;31;12;24;7;0;0;8;10;159
;15026;Brezons;16;0;0;26;5;18;10;23;2;0;0;11;6;117
;15027;Puycapel;90;0;0;126;20;64;27;44;21;1;0;15;30;438
;15028;Carlat;33;1;0;85;14;40;12;23;6;1;1;6;14;237
;15029;Cassaniouze;48;0;0;97;11;53;25;41;21;0;0;15;16;327
;15030;Cayrols;19;1;0;63;8;33;16;19;10;0;0;6;12;187
;15032;Celoux;6;0;0;10;1;4;2;4;0;0;0;3;3;33
;15033;Cézens;10;0;0;39;7;28;12;34;9;0;1;12;11;164
;15034;Chaliers;9;1;0;30;0;22;8;14;13;0;0;4;10;111
;15036;Chalvignac;44;2;0;90;17;55;24;27;9;0;0;7;15;290
;15037;Champagnac;87;1;1;166;26;151;54;93;27;1;0;26;46;680
;15038;Champs-sur-Tarentaine-Marchal;86;1;0;176;22;128;52;74;35;1;0;16;29;622
;15040;Chanterelle;3;1;0;22;5;13;6;9;4;0;0;2;1;66
;15041;La Chapelle-d'Alagnon;23;0;0;51;12;34;11;12;7;0;0;1;12;164
;15042;La Chapelle-Laurent;17;1;1;57;3;36;16;22;13;0;0;10;11;187
;15043;Charmensac;5;0;0;13;1;11;4;7;7;0;0;2;2;53
