Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Corse;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;2B301;San-Gavino-di-Tenda;12;0;0;8;5;3;1;1;0;0;0;2;2;34
;2B302;San-Giovanni-di-Moriani;9;0;0;23;5;5;3;19;3;0;0;3;2;74
;2B303;San-Giuliano;89;0;0;101;24;79;53;62;25;0;0;19;17;468
;2B304;San-Lorenzo;10;1;0;27;5;11;2;7;5;0;0;3;3;75
;2B305;San-Martino-di-Lota;567;1;1;356;194;186;148;116;21;1;1;15;36;1646
;2B306;Santa-Lucia-di-Mercurio;12;1;0;13;2;6;7;6;2;0;0;0;0;49
;2B307;Santa-Lucia-di-Moriani;200;1;1;246;58;162;79;117;38;3;0;25;37;966
;2B309;Santa-Maria-di-Lota;406;3;3;242;131;178;97;67;29;3;0;18;29;1207
;2B311;Santa-Maria-Poggio;81;1;0;119;40;105;45;57;22;1;0;16;24;512
;2B313;San-Nicolao;271;2;3;330;81;235;138;174;61;0;0;30;41;1366
;2B314;Santo-Pietro-di-Tenda;37;0;0;46;11;23;23;14;9;1;0;10;5;178
;2B315;Santo-Pietro-di-Venaco;39;0;0;30;13;26;15;15;6;0;0;1;3;149
;2B316;Santa-Reparata-di-Balagna;151;1;0;136;49;105;71;63;26;0;1;16;24;644
;2B317;Santa-Reparata-di-Moriani;2;0;0;5;0;3;1;3;0;0;0;1;0;16
;2B318;Taglio-Isolaccio;93;3;1;103;38;92;38;52;14;1;0;16;19;469
;2B319;Talasani;95;3;1;110;26;77;35;72;17;0;0;20;14;470
;2B320;Tallone;29;1;0;48;11;36;12;41;14;3;0;14;3;212
;2B321;Tarrano;1;0;0;0;0;2;2;0;2;0;0;1;0;8
;2B327;Tomino;26;2;0;38;9;17;20;6;3;0;0;3;8;132
;2B328;Tox;7;0;1;15;3;6;7;6;2;0;0;1;2;50
;2B329;Tralonca;16;0;0;16;7;15;11;5;1;0;0;1;1;75
;2B332;Urtaca;25;0;0;36;12;27;9;16;6;0;0;4;13;148
;2B333;Vallecalle;13;0;0;20;15;13;7;10;3;0;0;0;1;83
;2B334;Valle-d'Alesani;10;0;0;16;1;14;4;3;2;0;0;4;1;56
;2B335;Valle-di-Campoloro;46;0;0;69;16;37;25;15;10;0;0;14;5;237
;2B337;Valle-di-Rostino;20;2;0;15;3;8;5;5;4;0;0;2;4;70
;2B338;Valle-d'Orezza;0;0;0;4;2;3;3;2;0;0;0;3;3;20
;2B339;Vallica;2;0;0;2;2;6;1;2;0;0;0;3;0;18
;2B340;Velone-Orneto;9;0;0;18;6;8;8;11;5;0;0;0;0;65
;2B341;Venaco;76;3;0;101;25;54;36;42;9;0;0;4;10;361
;2B342;Ventiseri;291;8;2;399;122;294;130;200;58;4;0;49;73;1630
;2B343;Venzolasca;130;4;0;163;36;114;64;80;22;0;0;24;23;660
;2B344;Verdèse;3;0;0;3;0;4;3;2;5;0;0;0;4;24
;2B346;Vescovato;333;2;1;442;128;385;150;240;97;2;0;62;44;1886
;2B347;Vezzani;34;0;0;38;11;18;19;14;1;0;0;6;7;149
;2B350;Vignale;21;0;0;26;3;20;13;11;2;0;0;3;4;102
;2B352;Ville-di-Paraso;20;0;0;20;7;24;19;17;1;0;0;5;7;120
;2B353;Ville-di-Pietrabugno;697;2;6;437;170;223;134;86;18;7;1;19;35;1834
;2B354;Vivario;26;0;0;46;15;24;12;15;2;0;0;4;2;146
;2B355;Volpajola;44;0;1;58;24;50;22;37;7;0;0;6;11;261
;2B356;Zalana;8;0;0;16;4;11;7;8;6;0;0;6;6;73
;2B361;Zilia;33;0;0;43;17;36;15;17;5;1;0;1;9;177
;2B364;Zuani;4;0;0;2;1;1;0;0;0;0;0;0;1;9
;2B365;San-Gavino-di-Fiumorbo;12;0;0;22;4;11;8;9;2;0;0;4;4;76
;2B366;Chisa;14;0;0;13;5;6;5;6;1;0;0;2;1;55
;ND;ND;0;0;0;0;0;0;0;1;0;0;0;0;0;1
;Total département;;29735;179;181;27434;8192;16441;9078;10194;3035;229;20;2355;3169;110243
Corse;;;58014;394;349;50024;16927;30171;18039;18212;5154;485;29;3839;5889;207527
