Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;25173;Cour-Saint-Maurice;13;0;0;32;2;25;7;15;3;0;0;0;3;101
;25174;Courtefontaine;32;0;0;61;8;22;8;16;6;0;0;6;12;172
;25175;Courtetain-et-Salans;3;0;0;19;1;12;4;8;2;0;0;0;0;50
;25176;Courvières;19;0;0;69;12;44;17;16;4;0;0;2;4;188
;25177;Crosey-le-Grand;7;0;0;34;4;14;6;18;4;0;0;1;1;90
;25178;Crosey-le-Petit;11;0;0;17;5;21;3;16;3;0;0;1;2;80
;25179;Le Crouzet;8;0;0;16;3;11;2;1;1;0;0;0;0;42
;25180;Crouzet-Migette;6;0;0;29;4;17;7;6;2;0;0;0;2;74
;25181;Cubrial;11;2;0;25;4;16;10;11;1;0;0;3;5;89
;25182;Cubry;6;0;0;15;1;8;7;6;2;0;0;1;3;49
;25183;Cusance;8;1;0;10;1;6;3;5;4;0;0;3;2;43
;25184;Cuse-et-Adrisans;44;0;0;136;8;44;22;34;6;0;0;4;7;305
;25185;Cussey-sur-Lison;6;0;0;14;5;6;1;3;1;0;0;0;2;39
;25186;Cussey-sur-l'Ognon;130;2;0;209;47;123;46;68;13;2;0;9;12;660
;25187;Dambelin;63;0;0;112;17;65;9;32;9;2;1;11;7;328
;25188;Dambenois;156;1;0;171;39;86;47;40;12;0;0;13;10;575
;25189;Dammartin-les-Templiers;10;0;0;44;6;26;13;17;2;3;0;2;5;129
;25190;Dampierre-les-Bois;338;1;0;336;89;174;108;86;14;1;0;22;25;1194
;25191;Dampierre-sur-le-Doubs;82;1;0;88;21;51;33;44;4;0;0;11;7;343
;25192;Dampjoux;20;0;0;44;9;22;7;11;4;0;0;1;1;120
;25193;Damprichard;278;1;4;495;94;200;74;63;20;2;0;7;22;1261
;25194;Dannemarie;13;0;0;22;1;12;10;10;1;0;0;2;1;72
;25195;Dannemarie-sur-Crète;179;3;2;278;64;159;63;77;15;7;0;5;27;879
;25196;Dasle;276;1;0;249;77;141;84;99;19;3;0;23;34;1006
;25197;Deluz;77;3;0;84;33;74;35;52;9;0;0;7;7;381
;25198;Désandans;81;1;0;135;23;79;38;43;13;1;0;6;12;433
;25199;Déservillers;24;1;0;69;9;41;15;21;6;1;0;4;9;202
;25200;Devecey;229;6;0;331;59;148;85;67;9;4;0;10;25;971
;25201;Dommartin;122;0;0;162;40;72;31;29;8;0;0;4;13;482
;25202;Dompierre-les-Tilleuls;25;0;0;66;10;40;15;14;8;0;0;2;6;186
;25203;Domprel;13;0;0;39;4;19;9;11;2;1;0;1;2;101
;25204;Doubs;484;5;5;678;138;311;124;113;20;2;0;6;28;1914
;25207;Dung;134;0;0;129;30;82;36;51;12;1;0;7;9;493
;25208;Durnes;23;0;0;30;7;33;9;14;2;0;0;4;3;126
;25209;Échay;8;1;0;25;2;10;1;7;1;0;0;2;2;59
;25210;Échenans;18;0;0;47;3;22;10;7;3;0;0;1;1;112
;25211;Échevannes;7;2;0;20;1;12;1;3;2;0;0;0;3;52
;25212;École-Valentin;543;5;10;702;136;304;132;132;19;6;0;17;47;2054
;25213;Les Écorces;109;0;1;200;25;76;17;33;8;0;0;0;7;477
;25214;Écot;79;0;0;128;21;51;24;47;7;2;0;7;17;385
;25215;L'Écouvotte;4;0;0;17;2;11;6;6;2;0;0;0;2;50
;25216;Écurcey;35;0;0;45;8;25;15;17;6;0;0;7;6;165
;25217;Émagny;68;2;0;107;30;63;40;54;13;2;0;7;17;403
;25218;Épenouse;9;0;0;39;4;14;4;5;3;0;0;4;3;85
;25219;Épenoy;67;0;0;132;20;76;29;34;12;0;0;2;12;384
;25220;Épeugney;61;0;0;102;21;80;18;39;7;1;0;9;11;349
;25221;Esnans;5;2;0;4;0;4;4;2;3;0;0;1;3;29
;25222;Étalans;148;0;0;368;38;185;60;87;14;1;0;8;41;949
;25223;Éternoz;33;2;0;65;10;35;19;16;3;0;0;7;6;197
;25224;Étouvans;139;0;0;159;43;107;44;57;12;1;0;12;14;587
;25225;Étrabonne;14;0;0;30;4;27;9;11;5;0;0;3;4;107
;25226;Étrappe;31;0;0;48;8;28;11;21;5;0;0;4;6;162
;25227;Étray;19;1;0;47;12;31;6;16;2;0;0;0;5;140
;25228;Étupes;571;2;4;812;165;439;190;284;68;9;0;54;74;2672
;25229;Évillers;41;0;1;85;8;45;15;15;3;1;0;2;15;231
;25230;Exincourt;510;8;0;511;156;392;191;254;57;5;0;60;71;2216
;25231;Eysson;9;0;1;34;3;10;8;7;3;0;0;0;4;78
;25232;Faimbe;10;0;0;23;4;10;4;13;1;0;0;1;4;71
;25233;Fallerans;18;1;0;64;8;35;13;22;8;0;0;4;8;183
;25234;Ferrières-le-Lac;22;0;0;46;12;18;4;9;2;0;0;2;5;120
;25235;Ferrières-les-Bois;32;3;0;67;7;36;28;22;6;1;0;3;9;214
;25237;Fesches-le-Châtel;334;4;0;365;116;242;150;137;26;1;1;23;34;1432
;25238;Fessevillers;23;0;0;45;1;21;10;6;0;0;0;1;3;110
;25239;Feule;11;0;0;35;6;23;11;21;5;0;0;1;4;117
;25240;Les Fins;613;4;4;917;160;324;147;116;26;6;0;16;52;2385
;25241;Flagey;15;0;0;36;0;24;2;6;1;0;0;0;1;85
;25242;Flagey-Rigney;5;0;0;24;3;24;2;2;2;0;0;3;1;67
;25243;Flangebouche;48;2;0;162;12;97;18;39;13;0;1;7;16;416
;25244;Fleurey;8;0;0;19;2;15;2;6;0;0;0;1;2;55
;25245;Fontain;165;4;3;276;47;150;47;67;13;6;0;9;33;819
;25246;Fontaine-lès-Clerval;22;0;0;36;10;33;19;21;12;1;0;5;3;163
;25247;Fontenelle-Montby;7;0;0;13;3;17;6;5;3;0;0;1;3;58
;25248;Les Fontenelles;61;0;0;149;18;74;24;27;4;1;0;1;9;368
;25249;Fontenotte;6;1;0;7;1;7;1;3;1;1;0;2;2;32
;25251;Fourbanne;18;2;0;32;5;29;9;11;3;0;0;2;5;116
;25252;Fourcatier-et-Maison-Neuve;11;0;0;29;5;10;5;4;1;0;0;0;1;66
;25253;Fourg;40;1;0;66;10;50;14;23;15;1;0;6;14;240
;25254;Les Fourgs;213;1;1;326;83;133;73;80;20;4;0;14;29;977
;25255;Fournet-Blancheroche;51;0;0;95;19;40;17;21;2;1;0;2;3;252
;25256;Frambouhans;116;0;0;252;45;87;36;29;3;2;0;7;14;592
;25257;Franey;29;1;0;50;12;32;13;31;3;1;0;1;4;178
;25258;Franois;397;10;3;590;127;273;152;136;39;3;0;12;46;1789
;25259;Frasne;211;5;1;475;84;201;79;89;22;2;0;7;26;1203
;25261;Froidevaux;2;0;0;19;4;10;8;5;1;0;0;1;1;52
;25262;Fuans;50;0;2;149;24;47;23;15;3;0;0;1;8;323
;25263;Gellin;23;1;0;72;12;25;10;16;3;0;0;2;5;170
;25264;Gémonval;11;1;0;16;0;7;3;7;1;0;0;5;2;53
;25265;Geneuille;208;3;2;298;64;125;61;70;15;1;0;5;19;871
;25266;Geney;18;0;0;23;3;16;8;5;4;0;0;3;1;82
;25267;Gennes;67;2;0;159;30;72;36;38;7;0;0;9;6;427
;25268;Germéfontaine;7;1;0;25;3;11;2;8;2;0;0;0;9;68
;25269;Germondans;9;2;0;10;1;5;6;3;1;0;0;1;2;41
;25270;Gevresin;15;1;0;26;3;14;4;6;0;1;1;1;3;75
;25271;Gilley;227;0;2;463;76;175;77;61;14;5;1;8;30;1139
;25273;Glamondans;17;1;0;46;3;30;4;21;3;0;0;7;6;138
;25274;Glay;39;0;0;55;29;47;32;31;10;0;0;2;10;255
;25275;Glère;27;0;0;38;7;21;13;20;3;0;0;1;10;139
;25276;Gondenans-Montby;11;1;0;23;4;25;6;13;6;0;0;7;7;104
;25277;Gondenans-les-Moulins;11;0;0;6;5;11;4;4;1;0;0;3;3;48
;25278;Gonsans;38;0;0;136;11;66;28;40;13;0;0;10;11;354
;25279;Gouhelans;8;0;0;23;3;24;8;14;3;0;0;3;3;90
;25280;Goumois;33;0;0;47;6;24;7;13;0;0;0;1;2;134
;25281;Goux-lès-Dambelin;25;0;0;56;7;31;10;29;7;0;0;4;4;174
;25282;Goux-les-Usiers;85;2;0;173;28;82;26;32;7;4;0;4;21;466
;25283;Goux-sous-Landet;4;1;0;6;1;6;5;7;4;0;0;3;1;39
;25284;Grand-Charmont;610;4;0;664;180;640;247;465;111;3;1;75;49;3049
;25285;Grand'Combe-Châteleu;264;3;3;413;68;139;73;49;8;0;0;3;26;1048
;25286;Grand'Combe-des-Bois;11;0;0;29;5;12;6;9;1;0;0;0;1;74
;25287;Grandfontaine;253;5;1;312;66;215;82;83;21;5;0;10;32;1086
;25288;Fournets-Luisans;86;0;0;187;27;73;25;40;6;0;1;4;22;471
;25289;Grandfontaine-sur-Creuse;6;0;0;11;3;8;0;8;0;1;0;1;2;41
;25290;La Grange;5;0;1;25;2;8;3;8;1;0;0;0;2;55
;25293;Granges-Narboz;185;1;1;369;53;116;51;35;9;1;0;8;10;839
;25295;Les Grangettes;50;1;0;87;7;36;9;13;2;1;0;3;4;214
;25296;Les Gras;129;1;0;192;41;82;31;37;7;0;0;2;21;544
;25297;Le Gratteris;16;0;0;34;9;19;6;10;3;0;0;0;1;99
;25298;Grosbois;26;0;0;45;8;31;9;14;6;0;0;1;6;146
;25299;Guillon-les-Bains;6;0;0;20;6;7;8;8;2;0;0;0;4;62
;25300;Guyans-Durnes;28;0;0;55;6;32;9;16;5;1;0;1;5;158
;25301;Guyans-Vennes;71;2;2;214;28;91;26;35;6;4;0;4;16;498
;25303;Hauterive-la-Fresse;28;0;0;55;7;35;12;9;8;2;0;3;6;165
;25304;Hérimoncourt;483;5;2;569;198;412;211;230;57;2;3;43;68;2283
;25305;L'Hôpital-du-Grosbois;50;1;0;133;18;73;19;46;10;1;0;4;8;363
;25306;L'Hôpital-Saint-Lieffroy;7;0;0;28;4;22;9;15;2;0;0;2;2;91
;25307;Les Hôpitaux-Neufs;141;0;0;299;53;88;40;32;4;1;0;1;18;677
;25308;Les Hôpitaux-Vieux;60;0;0;124;15;64;21;23;2;0;0;3;9;321
;25309;Houtaud;195;4;0;271;67;103;49;39;13;2;0;7;27;776
;25310;Huanne-Montmartin;1;0;0;18;1;20;7;7;1;0;0;1;3;59
;25311;Hyémondans;15;0;0;48;3;22;2;20;5;0;1;2;3;122
;25312;Hyèvre-Magny;8;0;0;12;2;5;5;4;3;0;0;0;3;42
;25313;Hyèvre-Paroisse;14;0;0;32;5;22;12;13;7;0;0;2;2;109
;25314;Indevillers;18;0;0;57;6;33;6;24;8;1;0;2;11;166
;25315;L'Isle-sur-le-Doubs;315;1;0;523;110;299;146;220;47;2;1;38;56;1757
;25316;Issans;52;0;0;56;16;28;8;17;7;0;0;3;2;190
;25317;Jallerange;48;1;0;111;15;80;32;55;12;0;0;9;11;374
;25318;Jougne;268;5;1;575;99;222;82;72;15;4;1;4;23;1371
;25320;Labergement-Sainte-Marie;202;0;1;353;54;141;52;56;10;1;0;3;17;891
;25321;Villers-le-Lac;953;3;5;1367;262;435;177;156;25;14;0;14;48;3459
;25322;Laire;74;0;0;99;12;59;15;41;14;0;0;10;6;331
;25323;Laissey;41;2;0;68;22;54;24;26;8;0;0;2;8;256
;25324;Lanans;9;1;0;35;10;15;5;6;2;0;0;0;4;86
;25325;Landresse;12;0;0;47;5;36;12;16;2;0;0;0;5;135
;25326;Lantenne-Vertière;66;3;1;93;13;73;30;44;5;1;0;2;15;347
;25327;Lanthenans;5;0;0;16;0;11;4;4;0;0;0;2;0;43
;25328;Larnod;100;4;1;157;34;91;41;40;8;2;0;4;14;496
;25329;Laval-le-Prieuré;2;0;0;8;1;3;2;2;0;0;0;0;2;20
;25330;Lavans-Quingey;22;1;0;34;10;23;9;19;2;2;1;5;3;131
;25331;Lavans-Vuillafans;15;1;0;59;4;28;13;9;3;1;0;6;5;145
;25332;Lavernay;63;2;0;107;25;62;29;49;9;1;1;5;8;361
;25333;Laviron;30;1;0;78;12;56;20;16;4;0;0;2;7;227
;25334;Levier;219;1;0;455;73;242;113;131;40;4;1;20;60;1359
;25335;Liebvillers;17;0;0;24;5;22;7;14;3;0;0;2;1;96
;25336;Liesle;42;1;0;86;11;64;26;44;11;4;0;11;21;323
;25338;Lizine;13;0;0;14;6;17;7;2;5;0;0;0;3;68
;25339;Lods;21;0;0;35;12;24;9;15;4;0;0;0;7;128
;25340;Lombard;26;0;0;39;6;19;11;14;5;0;0;1;5;126
;25341;Lomont-sur-Crête;13;1;0;44;4;24;4;11;7;0;0;3;5;116
;25342;Longechaux;10;0;0;14;7;7;3;7;3;0;0;0;0;51
;25343;Longemaison;11;0;0;43;4;17;4;10;1;0;0;1;2;93
;25344;Longevelle-lès-Russey;2;0;0;12;0;10;3;4;0;0;0;1;1;33
;25345;Longevelle-sur-Doubs;97;1;0;152;26;105;37;49;15;0;0;10;10;502
;25346;Longeville;28;2;0;58;8;22;6;6;9;0;0;0;8;146
;25347;La Longeville;77;1;0;181;24;91;32;40;12;4;0;7;13;484
;25348;Longevilles-Mont-d'Or;67;1;0;159;20;64;22;25;5;1;0;1;6;371
;25349;Loray;45;0;1;136;14;58;28;29;4;0;0;4;24;343
;25350;Lougres;231;1;0;171;39;100;46;49;19;3;0;14;13;686
;25351;Le Luhier;33;0;0;62;12;21;12;9;3;0;0;0;5;158
;25354;Luxiol;11;0;0;20;5;17;11;17;3;0;0;4;5;93
;25355;Magny-Châtelard;3;0;0;12;0;1;2;3;2;0;0;2;4;29
;25356;Maîche;644;3;2;1073;173;448;161;186;44;5;0;17;50;2807
;25357;Maisons-du-Bois-Lièvremont;81;1;0;193;24;98;29;34;14;3;0;5;13;495
;25360;Malbrans;10;0;0;31;5;24;8;12;1;1;0;1;5;98
;25361;Malbuisson;126;1;2;251;38;89;31;28;5;3;1;2;8;584
;25364;Mamirolle;208;3;1;381;51;205;76;90;21;9;0;15;31;1092
;25365;Mancenans;26;0;0;66;9;50;17;19;15;0;0;9;8;220
;25366;Mancenans-Lizerne;27;0;0;54;6;27;4;9;6;0;0;0;1;134
;25367;Mandeure;646;1;0;707;206;552;283;335;94;4;1;67;83;2979
;25368;Marchaux-Chaudefontaine;184;5;0;344;53;183;75;107;11;2;0;12;31;1007
;25369;Marvelise;13;1;0;28;4;14;8;18;6;0;0;4;5;102
;25370;Mathay;336;6;0;445;97;295;128;182;44;1;0;29;48;1612
;25371;Mazerolles-le-Salin;25;0;0;31;10;30;10;23;5;3;0;4;7;147
;25372;Médière;22;0;0;51;9;40;16;26;8;0;0;5;7;184
;25373;Le Mémont;7;0;0;11;1;2;0;3;0;0;0;1;0;25
;25374;Mercey-le-Grand;68;3;0;94;24;69;21;42;16;0;0;3;12;353
;25375;Mérey-sous-Montrond;44;2;1;96;13;55;26;27;5;3;1;3;9;285
;25376;Mérey-Vieilley;11;0;0;25;7;23;9;11;2;0;0;1;3;93
;25377;Mésandans;16;0;0;43;7;32;10;26;6;0;0;2;5;147
;25378;Meslières;47;0;0;63;21;34;22;19;7;0;0;6;8;228
;25379;Mesmay;4;1;0;12;2;15;2;10;0;0;0;1;5;52
;25380;Métabief;228;2;4;455;84;165;66;71;10;3;0;3;39;1129
;25381;Miserey-Salines;444;0;3;535;120;260;155;128;22;8;0;14;32;1723
;25382;Moncey;51;3;0;99;24;79;19;57;18;0;0;13;13;375
;25383;Moncley;48;1;1;58;8;33;16;26;8;1;0;1;8;210
;25384;Mondon;8;0;0;16;3;7;4;6;2;1;0;1;3;52
;25385;Montagney-Servigney;7;0;0;19;3;22;7;11;5;0;0;1;1;77
;25386;Montancy;13;0;0;26;5;17;16;12;2;1;0;2;1;96
;25387;Montandon;53;1;0;105;18;35;16;22;10;0;0;4;5;269
;25388;Montbéliard;3852;28;249;4602;844;2433;1066;1653;476;74;11;199;267;15753
;25389;Montbéliardot;10;0;0;27;3;14;6;8;1;1;0;1;1;72
;25390;Montbenoît;47;0;0;117;18;41;23;14;4;3;0;2;11;279
;25391;Mont-de-Laval;25;0;0;47;8;20;4;11;2;0;0;0;4;122
;25392;Mont-de-Vougney;17;0;0;59;6;22;6;17;4;0;0;0;4;135
;25393;Montécheroux;70;0;0;95;30;68;44;35;10;1;0;6;22;382
;25394;Montenois;229;2;0;330;50;190;83;118;29;0;0;17;29;1077
;25395;Montfaucon;258;9;3;370;61;186;69;85;24;8;1;15;40;1129
;25397;Montferrand-le-Château;305;8;3;386;96;257;112;160;25;7;1;18;49;1428
;25398;Montflovin;14;0;0;36;3;11;2;5;0;0;0;0;5;76
;25400;Montgesoye;42;2;1;84;22;55;29;31;11;0;0;2;9;288
;25401;Montivernage;1;0;0;2;0;4;1;2;1;0;0;1;3;16
;25402;Montjoie-le-Château;4;0;0;2;3;1;2;4;1;0;0;0;2;19
;25403;Montlebon;362;0;0;599;108;203;88;54;11;2;0;7;25;1462
;25404;Montmahoux;5;0;0;15;0;15;6;4;1;0;0;1;3;50
;25405;Montperreux;131;0;1;252;33;102;45;41;10;6;0;9;20;649
;25406;Montrond-le-Château;58;5;0;112;26;76;31;38;8;2;1;3;9;370
;25408;Montussaint;4;0;0;9;0;10;2;3;1;0;0;2;1;32
;25410;Morre;192;6;0;227;70;142;73;80;24;3;1;12;27;857
;25411;Morteau;1163;7;6;1641;291;562;282;232;34;1;0;16;81;4315
;25413;Mouthe;172;1;1;273;54;100;47;60;7;0;0;6;22;742
;25415;Mouthier-Haute-Pierre;37;0;0;65;11;32;18;21;4;0;0;2;3;193
;25416;Myon;17;1;0;43;3;24;14;16;3;0;0;2;4;127
;25417;Naisey-les-Granges;72;3;1;198;34;127;39;44;14;3;2;17;17;571
;25418;Nancray;131;1;0;302;37;160;68;91;12;2;0;13;24;841
;25419;Nans;7;0;0;17;3;13;10;12;1;0;0;4;18;84
;25420;Nans-sous-Sainte-Anne;13;1;0;36;8;21;5;17;3;1;0;2;5;113
;25421;Narbief;9;0;0;17;4;1;5;6;2;0;0;0;1;46
;25422;Neuchâtel-Urtière;25;0;0;40;6;21;5;10;2;1;0;2;2;114
;25424;Les Premiers Sapins;137;3;0;359;52;190;86;71;20;1;0;11;25;954
;25425;Noël-Cerneux;75;0;1;139;18;37;25;8;1;1;0;0;7;313
;25426;Noirefontaine;49;0;0;76;13;44;13;32;10;0;0;9;4;250
;25427;Noironte;49;2;0;65;11;49;25;19;6;0;0;6;8;240
;25428;Nommay;312;2;2;358;89;207;107;124;30;2;0;33;32;1299
;25429;Novillars;184;5;0;198;68;152;63;85;20;1;0;2;14;791
;25430;Ollans;4;1;0;7;2;7;3;5;3;0;0;1;7;41
;25431;Onans;43;0;0;69;14;54;19;29;8;0;0;8;8;253
;25432;Orchamps-Vennes;247;1;1;567;84;248;82;88;21;4;2;12;63;1421
;25433;Orgeans-Blanchefontaine;5;0;0;11;3;8;0;1;1;0;0;1;0;31
;25434;Ornans;408;4;3;838;147;525;214;287;55;6;0;27;74;2590
;25435;Orsans;17;0;0;41;10;17;2;5;3;0;0;1;0;97
;25436;Orve;9;0;0;18;0;5;2;6;1;0;0;1;2;44
;25437;Osse;34;0;0;74;13;55;14;26;10;1;0;10;6;243
;25438;Osselle-Routelle;106;3;1;185;32;122;43;65;12;2;0;9;14;595
;25439;Ougney-Douvot;21;1;0;36;8;29;13;19;3;0;0;0;8;139
;25440;Ouhans;44;1;1;82;16;40;17;23;5;0;0;1;15;244
;25441;Ouvans;4;0;0;22;0;9;0;3;1;0;0;2;1;42
;25442;Oye-et-Pallet;132;3;1;193;34;81;30;23;3;1;0;3;12;515
;25443;Palantine;4;1;0;7;0;17;2;6;2;0;0;1;0;41
;25444;Palise;19;0;0;40;4;14;9;10;2;1;0;3;4;107
;25445;Paroy;6;0;0;28;3;19;6;7;4;0;0;1;0;74
;25446;Passavant;23;1;1;47;1;16;10;13;2;0;0;2;10;127
;25447;Passonfontaine;27;1;0;72;10;33;12;16;1;0;0;4;5;181
;25448;Pelousey;224;2;0;284;73;186;68;81;24;5;0;11;28;987
;25449;Péseux;8;0;0;21;3;14;6;8;5;0;0;2;3;70
;25450;Pessans;5;0;0;21;4;12;2;7;0;1;0;1;9;62
;25451;Petite-Chaux;21;0;0;40;3;21;4;13;0;0;0;2;4;108
;25452;Pierrefontaine-lès-Blamont;65;1;1;96;18;57;31;29;9;2;0;5;8;323
;25453;Pierrefontaine-les-Varans;125;2;0;304;41;189;74;86;32;0;0;17;32;901
;25454;Pirey;387;2;4;450;109;207;106;87;15;10;0;3;36;1416
;25455;Placey;21;1;0;38;5;34;5;15;2;0;0;1;6;128
;25456;Plaimbois-du-Miroir;25;0;0;58;5;38;8;11;2;1;0;0;6;155
;25457;Plaimbois-Vennes;8;1;0;24;1;13;5;7;0;0;0;0;6;65
;25458;Les Plains-et-Grands-Essarts;22;0;1;55;10;35;11;8;3;0;0;1;7;152
;25459;La Planée;26;0;0;87;18;42;11;16;4;0;0;2;11;218
;25460;Le Val;19;0;0;52;5;40;12;14;3;3;1;2;3;155
;25461;Pompierre-sur-Doubs;32;1;0;50;7;33;19;19;11;0;0;8;9;191
;25462;Pontarlier;3200;25;31;4150;856;1671;889;814;129;50;1;43;241;12100
;25463;Pont-de-Roide-Vermondans;557;4;0;743;171;476;264;260;90;2;0;60;76;2703
;25464;Les Pontets;14;0;0;34;4;22;6;6;2;0;0;0;1;89
;25465;Pont-les-Moulins;30;0;0;30;10;20;13;14;2;2;0;5;6;132
;25466;Pouilley-Français;102;1;0;144;35;111;50;53;10;2;0;4;15;526
;25467;Pouilley-les-Vignes;355;4;2;371;91;220;131;105;29;7;0;11;29;1357
;25468;Pouligney-Lusans;66;1;0;169;30;96;43;60;18;1;1;9;23;516
;25469;Présentevillers;73;0;0;96;18;54;32;42;6;1;0;4;14;340
;25470;La Prétière;20;0;0;34;4;18;6;11;3;0;0;1;7;104
;25471;Provenchère;10;0;0;23;2;16;8;11;3;0;0;2;4;79
;25472;Puessans;2;0;0;6;1;4;1;2;0;0;0;0;1;17
;25473;Pugey;78;2;1;144;38;99;39;53;10;4;0;4;12;486
;25474;Le Puy;8;0;0;16;2;11;6;9;3;0;0;1;3;60
;25475;Quingey;114;3;0;239;37;137;59;79;13;5;0;11;17;715
;25476;Rahon;10;0;0;27;5;16;11;9;3;0;0;2;0;84
;25477;Rancenay;51;4;0;52;15;41;18;23;8;1;0;3;5;221
;25478;Randevillers;5;0;0;18;2;16;8;10;2;0;0;3;2;66
;25479;Rang;37;0;0;93;5;55;24;39;15;0;0;8;12;289
;25481;Raynans;67;0;0;74;13;35;13;26;6;2;0;5;4;245
;25482;Recologne;83;2;0;128;31;79;41;51;13;1;0;7;15;452
;25483;Reculfoz;6;0;0;16;1;9;4;4;0;0;0;1;1;42
;25485;Rémondans-Vaivre;31;0;1;51;8;30;13;21;2;0;0;3;4;165
;25486;Remoray-Boujeons;51;1;0;109;17;44;16;23;3;4;0;2;7;278
;25487;Renédale;5;0;0;9;1;7;1;2;0;0;0;1;1;27
;25488;Rennes-sur-Loue;9;0;0;17;2;21;6;3;5;0;0;0;0;63
;25489;Reugney;17;1;0;56;10;34;12;17;7;0;0;7;3;166
;25490;Rigney;43;1;0;77;13;45;20;31;9;0;0;2;9;250
;25491;Rignosot;13;1;0;18;5;11;6;9;1;0;0;5;3;72
;25492;Rillans;10;0;0;12;2;11;5;5;1;0;0;1;3;50
;25493;La Rivière-Drugeon;101;2;1;228;29;106;32;53;9;1;0;7;19;588
;25494;Rochejean;94;0;0;167;34;80;29;36;5;2;0;3;10;462
;25495;Roche-lez-Beaupré;344;3;4;384;115;259;141;128;32;3;1;12;40;1465
;25496;Roche-lès-Clerval;12;0;0;13;5;9;5;5;1;0;0;4;3;57
;25497;Roches-lès-Blamont;102;1;0;104;29;76;45;46;15;0;1;14;22;454
;25498;Rognon;1;0;0;13;0;9;4;7;0;0;0;0;2;36
;25499;Romain;14;0;0;22;0;19;8;6;4;0;0;2;4;79
;25500;Ronchaux;2;1;0;13;4;10;0;7;2;0;0;0;5;44
;25501;Rondefontaine;3;0;0;8;2;1;5;4;0;0;0;0;1;24
;25502;Roset-Fluans;54;2;0;93;15;77;27;31;14;1;0;7;18;340
;25503;Rosières-sur-Barbèche;6;1;0;18;1;14;8;7;6;0;0;2;1;64
;25504;Rosureux;3;0;0;20;6;13;7;7;2;0;0;1;2;62
;25505;Rougemont;95;1;0;164;28;141;58;72;16;4;0;17;28;625
;25506;Rougemontot;9;0;0;18;1;9;1;8;2;0;0;0;1;49
;25507;Rouhe;4;2;0;10;2;14;3;11;2;0;0;1;2;52
;25508;Roulans;135;4;1;258;48;132;76;78;22;3;0;12;34;804
;25510;Ruffey-le-Château;36;0;0;77;8;46;12;29;11;0;0;5;9;234
;25511;Rurey;27;4;0;77;9;46;13;18;7;0;0;3;10;213
;25512;Le Russey;287;2;4;639;92;259;106;107;24;2;0;16;47;1585
;25513;Sainte-Anne;4;0;0;4;2;9;0;3;1;0;0;0;0;23
;25514;Saint-Antoine;39;0;1;82;14;43;18;15;2;0;0;0;6;220
;25515;Sainte-Colombe;75;0;0;125;17;37;17;29;3;1;0;1;4;309
;25516;Saint-Georges-Armont;16;0;0;24;7;7;11;7;3;0;0;3;1;79
;25517;Saint-Gorgon-Main;19;1;1;73;7;36;12;15;4;0;0;1;5;175
;25518;Saint-Hilaire;16;0;0;23;7;25;14;9;5;0;0;0;3;102
;25519;Saint-Hippolyte;108;1;0;173;38;94;64;59;16;0;0;10;14;577
;25520;Saint-Juan;8;0;0;40;6;25;6;17;6;0;0;0;4;113
;25521;Saint-Julien-lès-Montbéliard;35;1;0;39;3;20;12;8;6;0;0;1;2;127
;25522;Saint-Julien-lès-Russey;20;1;0;35;5;16;6;5;4;6;0;1;4;104
;25523;Sainte-Marie;110;2;0;174;35;91;40;45;19;1;0;15;30;562
;25524;Saint-Maurice-Colombier;137;0;0;188;37;83;53;73;21;1;0;11;15;620
;25525;Saint-Point-Lac;53;1;0;73;16;29;16;13;0;0;0;1;3;205
;25526;Sainte-Suzanne;209;0;0;241;57;156;79;106;20;1;0;16;17;902
;25527;Saint-Vit;577;17;5;997;196;640;253;319;69;4;1;30;81;3189
;25528;Samson;9;0;0;18;5;4;5;6;2;0;1;0;0;51
;25529;Sancey;133;1;0;277;47;164;62;86;23;1;0;13;39;847
;25532;Saône;445;2;3;668;136;446;162;199;37;5;1;18;60;2181
;25533;Saraz;1;0;0;1;1;4;0;1;0;0;0;1;0;10
;25534;Sarrageois;23;0;0;69;9;29;3;5;2;0;0;0;1;141
;25535;Saules;20;1;0;55;8;36;15;19;2;0;0;0;6;163
;25536;Sauvagney;23;1;1;38;5;25;13;10;10;1;0;1;5;133
;25537;Scey-Maisières;23;0;0;73;11;45;9;20;3;0;0;3;9;197
;25538;Séchin;5;1;0;23;5;18;2;12;4;0;0;1;1;71
;25539;Seloncourt;1081;7;1;1029;305;607;388;358;79;7;0;58;101;4023
;25540;Semondans;53;0;0;76;11;46;31;26;5;4;0;5;11;269
;25541;Septfontaines;37;0;0;101;12;42;13;17;4;0;0;4;8;239
;25542;Serre-les-Sapins;302;3;2;371;84;204;93;90;28;5;0;11;46;1240
;25544;Servin;9;0;0;46;6;30;4;21;1;0;0;2;1;121
;25545;Silley-Amancey;12;1;0;28;7;15;8;6;3;0;0;0;8;89
