Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Hauts-de-France;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;59104;Boussois;333;24;3;512;90;355;118;208;58;0;0;11;46;1759
;59105;Bouvignies;178;6;2;320;48;201;79;77;24;2;0;12;39;988
;59106;Bouvines;131;8;1;164;36;85;32;23;6;6;0;7;22;521
;59107;Bray-Dunes;596;15;4;864;179;517;209;243;77;6;1;32;77;2821
;59108;Briastre;70;1;0;114;24;82;20;29;6;1;0;5;9;362
;59109;Brillon;92;4;1;199;17;97;27;48;9;3;0;7;22;526
;59110;Brouckerque;169;7;2;385;43;184;41;78;19;7;0;9;20;963
;59111;Broxeele;36;1;0;91;4;53;17;22;7;1;0;2;6;240
;59112;Bruay-sur-l'Escaut;982;30;6;1358;246;1212;448;862;231;7;0;70;137;5591
;59113;Bruille-lez-Marchiennes;130;10;2;200;36;139;53;87;21;1;0;10;15;703
;59114;Bruille-Saint-Amand;201;8;0;350;56;178;57;106;29;2;0;16;23;1025
;59115;Brunémont;76;2;1;129;23;94;25;35;6;0;0;3;13;407
;59116;Bry;65;0;1;93;13;45;17;28;4;0;0;1;7;275
;59117;Bugnicourt;108;2;0;197;29;117;54;70;18;3;1;8;28;636
;59118;Busigny;187;5;0;336;51;257;115;168;49;1;0;21;45;1237
;59119;Buysscheure;51;0;0;128;11;70;25;34;14;0;0;3;10;346
;59120;Caëstre;199;10;2;436;60;232;70;96;27;3;0;7;19;1161
;59121;Cagnoncles;62;1;1;132;16;75;24;40;9;1;0;3;12;376
;59122;Cambrai;4290;68;19;4823;1205;2804;1410;1502;393;42;2;161;420;17140
;59123;Camphin-en-Carembault;256;4;2;355;68;176;65;77;22;6;0;9;20;1060
;59124;Camphin-en-Pévèle;365;21;6;536;77;233;86;74;12;8;0;9;34;1462
;59125;Cantaing-sur-Escaut;46;1;0;86;17;54;16;22;4;1;0;4;6;257
;59126;Cantin;207;7;0;302;57;166;64;92;20;5;0;10;24;955
;59127;Capelle;13;1;0;30;5;21;6;7;8;0;0;1;7;99
;59128;Capinghem;484;9;3;538;107;257;96;86;10;6;0;7;20;1624
;59129;Cappelle-en-Pévèle;348;3;1;501;86;230;89;89;23;6;0;7;28;1411
;59130;Cappelle-Brouck;96;4;0;276;39;176;32;88;19;2;0;14;14;759
;59131;Cappelle-la-Grande;842;21;0;1420;252;827;303;431;101;8;1;41;86;4332
;59132;Carnières;131;6;0;187;31;123;47;62;25;0;0;8;21;642
;59133;Carnin;146;5;1;249;51;133;38;49;12;3;0;5;13;707
;59134;Cartignies;97;7;0;207;26;143;53;94;34;2;0;16;26;705
;59135;Cassel;227;10;5;444;73;244;73;98;32;3;0;22;44;1275
;59136;Le Cateau-Cambrésis;467;11;1;750;168;550;241;366;110;8;0;57;98;2827
;59137;Catillon-sur-Sambre;86;2;1;120;19;83;37;51;20;0;0;9;18;446
;59138;Cattenières;83;4;0;135;31;76;27;43;10;0;0;4;8;422
;59139;Caudry;1452;20;14;1554;429;1238;631;677;197;14;1;67;198;6492
;59140;Caullery;40;3;2;64;19;42;18;36;19;0;0;15;10;267
;59141;Cauroir;74;1;0;102;14;84;23;45;13;0;0;4;21;379
;59142;Cerfontaine;91;6;0;118;28;82;38;39;15;0;1;3;9;431
;59143;La Chapelle-d'Armentières;1325;33;11;1760;340;923;326;384;83;13;0;22;124;5345
;59144;Château-l'Abbaye;98;3;0;173;32;113;34;56;15;1;0;9;19;553
;59145;Chemy;121;5;1;155;34;87;28;37;7;2;0;4;11;493
;59146;Chéreng;595;18;7;570;155;261;137;100;28;5;1;9;39;1926
;59147;Choisies;11;3;0;15;2;6;0;5;2;0;0;1;1;46
;59148;Clairfayts;35;6;0;59;8;35;13;22;9;0;0;4;9;201
;59149;Clary;124;4;0;195;30;133;42;71;22;1;1;6;24;653
;59150;Cobrieux;101;5;0;104;29;58;28;22;3;5;0;4;11;370
;59151;Colleret;190;13;1;278;60;220;66;117;33;2;0;13;34;1026
;59152;Comines;1434;69;13;2099;454;1321;544;643;135;14;2;53;147;6928
;59153;Condé-sur-l'Escaut;636;38;0;998;217;955;339;703;203;4;1;67;116;4278
;59155;Coudekerque-Branche;2555;62;10;3442;774;2207;966;1191;252;24;1;105;258;11846
;59156;Courchelettes;368;5;3;446;85;308;145;148;34;3;0;17;32;1593
;59157;Cousolre;206;23;1;371;53;264;85;134;49;3;0;19;55;1263
;59158;Coutiches;407;19;7;705;118;324;121;164;36;11;0;23;33;1969
;59159;Craywick;67;2;0;166;24;71;21;35;9;2;0;4;11;413
;59160;Crespin;311;19;0;648;121;500;157;330;93;1;0;22;46;2249
;59161;Crèvecoeur-sur-l'Escaut;88;1;1;135;30;82;31;45;17;1;1;7;10;449
;59162;Crochte;94;2;0;193;23;83;21;35;4;2;0;3;10;470
;59163;Croix;2836;72;36;2808;876;1765;840;788;158;37;7;51;232;10505
;59164;Croix-Caluyau;21;2;0;59;1;35;7;16;0;1;0;6;4;152
;59165;Cuincy;896;18;3;1093;248;695;329;336;82;11;0;39;75;3823
;59166;Curgies;221;4;2;310;43;119;48;72;12;1;1;2;20;856
;59167;Cuvillers;18;0;0;53;4;17;5;11;6;0;0;5;2;122
;59168;Cysoing;813;28;10;900;224;473;215;208;43;20;2;22;51;3010
;59169;Damousies;37;4;0;31;5;20;10;14;2;0;0;3;6;133
;59170;Dechy;875;20;18;1138;152;544;230;340;101;17;0;29;57;3521
;59171;Dehéries;1;0;0;8;0;8;1;2;0;0;0;0;2;22
;59172;Denain;1013;30;4;1637;336;1714;550;1558;419;6;1;121;174;7562
;59173;Deûlémont;272;8;1;366;68;210;81;79;24;5;1;12;20;1146
;59174;Dimechaux;49;3;0;63;10;37;12;18;9;1;0;2;1;206
;59175;Dimont;35;4;0;49;13;50;12;19;11;0;0;0;5;199
;59176;Doignies;24;1;0;62;13;44;13;26;5;0;0;4;6;199
;59177;Dompierre-sur-Helpe;73;4;1;157;25;123;31;59;21;0;0;9;30;532
;59178;Douai;4477;91;28;5476;1353;3336;1706;2078;465;97;13;162;461;19742
;59179;Douchy-les-Mines;769;23;1;1263;268;1011;373;775;219;1;0;66;105;4874
;59180;Le Doulieu;185;3;1;337;46;190;50;92;35;4;0;13;27;984
;59181;Dourlers;54;4;0;103;19;65;23;47;11;2;0;3;11;343
;59182;Drincham;18;0;1;65;3;42;14;30;6;1;0;2;10;192
;59183;Dunkerque;10452;201;53;13415;3046;8282;3528;4470;1115;122;8;396;987;46075
;59184;Ebblinghem;64;3;1;122;23;84;33;53;15;2;0;10;12;423
;59185;Écaillon;172;3;0;258;56;167;68;142;35;4;0;4;19;928
;59186;Eccles;18;0;0;13;2;13;8;6;0;0;0;2;3;65
;59187;Éclaibes;34;0;0;55;13;31;10;18;1;1;0;2;3;169
;59188;Écuélin;10;1;0;27;3;20;5;16;2;0;0;1;4;89
;59189;Eecke;110;4;0;309;28;149;45;73;18;1;0;4;22;764
;59190;Élesmes;176;10;2;201;42;112;53;40;11;1;0;8;17;673
;59191;Élincourt;50;1;0;98;15;71;37;49;21;0;0;5;21;368
;59192;Émerchicourt;103;0;1;197;32;115;38;66;19;1;0;5;8;585
;59193;Emmerin;585;6;4;512;163;302;148;98;29;6;0;14;42;1909
;59194;Englefontaine;103;5;0;191;49;180;58;105;27;1;0;13;32;763
;59195;Englos;359;4;1;260;31;66;11;21;9;0;0;2;9;774
;59196;Ennetières-en-Weppes;393;3;1;430;63;157;69;63;10;2;0;10;23;1224
;59197;Ennevelin;370;9;9;571;105;224;69;86;28;9;0;13;31;1524
;59198;Eppe-Sauvage;19;1;0;45;4;47;8;23;4;0;0;3;7;162
;59199;Erchin;98;3;1;139;20;82;40;42;16;2;0;5;10;459
;59200;Eringhem;34;1;1;111;9;58;14;32;8;1;0;6;9;285
;59201;Erquinghem-le-Sec;107;0;1;122;20;70;24;22;2;0;0;3;8;379
;59202;Erquinghem-Lys;757;26;3;1362;205;568;210;231;54;5;0;26;71;3518
;59203;Erre;162;5;1;261;64;207;75;97;35;3;1;17;27;956
;59204;Escarmain;46;1;0;78;12;78;15;51;10;0;0;5;6;303
;59205;Escaudain;606;24;6;1026;216;948;297;778;188;7;0;67;113;4276
;59206;Escaudoeuvres;424;8;2;479;111;340;164;184;41;2;2;18;45;1820
;59207;Escautpont;289;15;2;457;112;442;147;311;85;1;0;32;58;1952
;59208;Escobecques;64;2;0;60;22;28;12;6;4;1;0;0;4;203
;59209;Esnes;84;3;0;103;25;74;32;45;16;1;0;9;14;406
;59210;Esquelbecq;217;2;3;481;53;255;83;111;30;1;0;16;26;1278
;59211;Esquerchin;104;3;1;140;30;90;48;45;9;1;0;2;19;492
;59212;Estaires;731;13;2;1154;234;750;257;368;85;9;3;37;75;3718
;59213;Estourmel;65;1;0;96;16;57;17;33;4;0;0;3;4;297
;59214;Estrées;145;4;0;245;48;134;58;59;11;2;0;4;22;732
;59215;Estreux;188;6;1;204;46;110;58;44;16;2;0;5;15;695
;59216;Eswars;59;1;0;75;10;28;18;27;8;1;0;4;8;240
;59217;Eth;57;1;2;78;13;38;25;14;2;0;0;2;5;237
;59218;Étroeungt;78;9;0;196;27;163;54;102;28;1;0;24;29;712
;59219;Estrun;84;2;1;153;18;96;35;33;13;1;0;2;3;442
;59220;Faches-Thumesnil;3068;62;21;3572;717;1617;735;762;167;70;3;52;139;10985
;59221;Famars;344;10;2;451;89;205;96;119;32;3;1;6;39;1397
;59222;Faumont;282;11;2;534;100;271;80;98;24;6;0;12;31;1451
;59223;Le Favril;35;1;0;82;15;67;19;33;17;0;0;9;14;292
;59224;Féchain;191;5;2;317;49;190;82;108;24;2;0;11;26;1008
;59225;Feignies;873;51;4;1244;224;860;270;468;131;6;0;41;82;4254
;59226;Felleries;120;8;1;228;40;150;56;106;21;0;0;6;27;764
;59227;Fenain;483;21;0;798;149;607;204;337;63;7;0;35;58;2762
;59228;Férin;218;2;1;325;61;151;64;86;19;5;0;7;28;967
;59229;Féron;59;4;0;84;15;59;17;34;7;2;0;8;14;303
;59230;Ferrière-la-Grande;533;39;0;668;153;559;215;300;70;5;1;32;74;2650
;59231;Ferrière-la-Petite;128;14;0;185;37;104;42;55;16;0;1;8;17;607
;59232;La Flamengrie;61;3;0;95;11;60;12;15;8;0;0;2;6;272
;59233;Flaumont-Waudrechies;31;4;0;52;12;40;23;22;6;0;0;3;6;200
;59234;Flers-en-Escrebieux;505;9;0;826;170;561;235;388;99;10;0;31;61;2895
;59236;Flesquières;32;1;0;44;8;33;13;18;2;0;0;2;9;162
;59237;Flêtre;81;4;1;233;29;169;32;67;9;2;1;6;13;647
;59238;Flines-lès-Mortagne;149;20;2;329;41;200;64;94;23;4;0;9;26;960
;59239;Flines-lez-Raches;680;27;8;1132;190;646;276;327;80;12;0;51;125;3555
;59240;Floursies;10;2;0;30;5;16;6;23;3;0;0;3;2;101
;59241;Floyon;44;2;1;97;6;64;18;52;18;0;1;11;12;327
;59242;Fontaine-au-Bois;61;0;0;133;15;68;32;49;19;0;0;10;17;402
;59243;Fontaine-au-Pire;107;4;0;161;34;148;59;87;23;1;0;7;21;652
;59244;Fontaine-Notre-Dame;197;3;1;333;61;195;66;110;19;1;0;18;28;1034
;59246;Forest-en-Cambrésis;45;2;0;84;16;67;32;35;10;0;0;11;19;322
;59247;Forest-sur-Marque;256;6;1;250;75;131;67;49;12;9;0;1;16;874
;59249;Fourmies;898;62;7;1335;285;1009;470;672;188;4;6;84;177;5197
;59250;Fournes-en-Weppes;411;9;2;527;97;215;97;60;25;8;1;8;32;1492
;59251;Frasnoy;38;0;0;72;7;43;14;26;5;0;0;1;9;215
;59252;Frelinghien;336;17;2;491;115;280;103;134;33;3;0;15;52;1584
;59253;Fresnes-sur-Escaut;526;18;0;835;173;813;296;575;160;11;1;65;108;3579
;59254;Fressain;110;5;1;197;28;115;43;50;19;2;0;4;10;585
;59255;Fressies;55;0;0;89;14;78;27;35;8;3;0;5;17;332
;59256;Fretin;498;16;4;843;136;330;127;140;16;13;1;14;40;2177
;59257;Fromelles;158;9;0;218;44;129;46;42;7;3;0;1;14;672
;59258;Genech;388;25;2;547;98;248;100;88;25;4;0;11;35;1572
;59259;Ghissignies;53;3;0;124;19;61;16;26;4;0;0;0;10;317
;59260;Ghyvelde;447;13;8;970;133;531;171;254;60;6;0;27;49;2668
;59261;Glageon;127;9;0;229;43;184;70;111;43;2;0;11;32;862
;59262;Godewaersvelde;172;13;4;493;42;271;53;113;27;3;0;9;27;1227
;59263;Goeulzin;186;4;1;217;57;111;40;52;12;3;1;5;6;695
;59264;Gognies-Chaussée;113;14;0;147;16;82;28;37;13;1;0;7;8;466
;59265;Gommegnies;253;20;0;478;85;285;97;154;39;5;0;16;39;1471
;59266;Gondecourt;701;16;7;841;207;425;198;172;32;9;1;18;47;2675
;59267;Gonnelieu;25;3;0;59;6;31;14;26;4;0;0;3;13;184
;59268;La Gorgue;721;18;2;1064;193;652;247;344;64;6;1;31;97;3440
;59269;Gouzeaucourt;133;4;1;272;42;159;57;87;24;0;0;21;30;829
;59270;Grand-Fayt;41;2;0;87;17;64;21;37;12;0;0;8;1;290
;59271;Grande-Synthe;1201;31;11;2337;429;2241;605;1604;455;11;0;129;145;9199
;59272;Grand-Fort-Philippe;430;17;1;862;140;599;176;326;72;11;1;18;35;2687
;59273;Gravelines;1144;33;11;2179;326;1221;389;578;129;40;1;62;120;6232
;59274;La Groise;29;2;0;74;6;54;34;39;5;0;0;4;6;253
;59275;Gruson;289;4;6;280;71;106;59;38;9;8;0;5;21;895
;59276;Guesnain;448;10;2;567;130;459;196;309;58;4;0;19;53;2254
;59277;Gussignies;50;2;1;82;11;41;8;21;5;0;0;1;3;227
;59278;Hallennes-lez-Haubourdin;771;21;9;966;231;494;221;188;31;9;2;20;53;3016
;59279;Halluin;2444;115;11;3074;824;2215;911;1070;219;25;1;65;211;11186
;59280;Hamel;104;1;1;175;30;102;46;47;8;2;1;9;19;544
;59281;Hantay;142;3;0;217;37;125;62;59;9;3;0;5;23;685
;59282;Hardifort;41;0;1;100;11;58;9;21;7;0;0;3;4;256
;59283;Hargnies;91;7;0;113;27;95;23;39;15;1;0;4;12;427
;59284;Hasnon;427;18;4;708;134;455;149;217;62;3;0;37;60;2274
;59285;Haspres;294;6;3;457;90;322;113;187;47;3;0;16;43;1582
;59286;Haubourdin;1765;59;8;1879;540;1333;604;554;128;20;2;48;119;7058
;59288;Haulchin;239;5;1;368;65;268;94;165;39;3;0;18;34;1299
;59289;Haussy;140;3;2;241;38;146;59;122;26;0;0;19;24;821
;59290;Haut-Lieu;39;4;0;78;11;47;23;26;11;1;0;2;12;255
;59291;Hautmont;1007;103;4;1345;401;1303;521;903;265;12;1;100;176;6141
;59292;Haveluy;231;11;2;359;69;357;112;242;73;1;0;26;46;1531
;59293;Haverskerque;156;5;1;273;38;201;54;106;30;2;0;18;25;909
;59294;Haynecourt;33;1;0;53;11;30;12;16;8;0;0;6;4;174
;59295;Hazebrouck;2658;51;11;3741;649;2146;822;1096;256;28;2;110;286;11857
;59296;Hecq;42;1;0;79;10;56;14;13;11;1;0;1;2;231
;59297;Hélesmes;187;1;1;318;50;227;77;143;44;6;0;17;34;1106
;59299;Hem;2301;77;27;2678;694;1926;750;890;190;57;1;63;179;9834
;59300;Hem-Lenglet;55;1;1;86;21;77;25;59;8;1;0;5;8;347
;59301;Hergnies;451;28;4;831;126;548;191;328;92;6;1;30;65;2703
;59302;Hérin;457;15;2;570;134;414;193;251;70;1;1;30;45;2184
;59303;Herlies;368;9;8;508;81;228;82;93;12;5;0;4;29;1427
;59304;Herrin;65;2;0;70;17;39;24;24;6;2;0;1;5;255
;59305;Herzeele;136;8;1;405;38;187;46;105;22;5;0;12;19;983
;59306;Hestrud;24;1;0;61;6;33;13;25;5;0;0;2;2;172
;59307;Holque;63;3;0;164;21;139;24;92;20;2;0;11;17;557
;59308;Hondeghem;115;8;0;207;39;114;49;49;16;1;0;9;24;632
;59309;Hondschoote;309;5;4;769;90;448;116;259;55;6;0;29;64;2154
;59310;Hon-Hergies;93;6;0;183;19;108;25;44;14;1;0;9;18;520
;59311;Honnechy;41;0;0;81;15;53;21;34;15;1;0;7;8;276
;59312;Honnecourt-sur-Escaut;46;1;0;108;18;75;30;55;14;0;0;7;27;381
;59313;Hordain;143;3;0;264;58;174;80;104;23;2;0;14;26;892
;59314;Hornaing;336;9;2;532;101;386;130;241;63;3;0;24;48;1875
;59315;Houdain-lez-Bavay;108;2;1;170;33;113;34;55;10;2;0;11;19;559
;59316;Houplin-Ancoisne;581;20;7;627;186;349;151;153;35;4;0;8;35;2156
;59317;Houplines;935;44;5;1232;310;860;341;367;82;14;2;32;83;4308
;59318;Houtkerque;71;1;1;231;11;117;35;67;20;0;0;5;8;568
;59319;Hoymille;471;6;5;798;133;369;123;147;32;4;2;15;34;2140
;59320;Illies;201;6;3;318;48;172;55;61;21;4;0;7;19;916
;59321;Inchy;62;0;1;88;23;74;33;48;10;0;0;5;12;357
;59322;Iwuy;329;8;0;561;72;409;141;209;53;1;0;21;65;1870
;59323;Jenlain;161;3;0;267;45;135;44;53;12;3;0;9;23;755
;59324;Jeumont;706;56;0;1091;231;1011;351;650;192;6;0;46;117;4457
;59325;Jolimetz;124;6;1;176;22;119;38;56;14;1;0;2;23;583
;59326;Killem;83;3;2;243;27;161;25;83;19;0;1;9;15;670
;59327;Lallaing;560;15;7;981;184;668;264;402;102;5;1;41;63;3292
;59328;Lambersart;4557;108;26;3798;1270;2135;1172;807;158;44;6;58;282;14422
;59329;Lambres-lez-Douai;849;12;9;1076;212;514;287;268;63;14;0;31;79;3413
;59330;Landas;279;6;3;541;98;279;90;127;40;8;1;10;53;1535
;59331;Landrecies;255;3;1;419;101;336;143;230;66;2;0;37;73;1665
;59332;Lannoy;226;8;1;220;73;183;72;75;15;0;0;4;7;884
;59333;Larouillies;15;0;0;43;6;38;13;26;6;0;0;5;19;171
;59334;Lauwin-Planque;202;3;4;294;67;176;71;82;17;0;0;4;11;933
;59335;Lecelles;391;7;6;600;113;362;145;158;33;6;1;25;52;1899
;59336;Lécluse;144;5;0;247;38;144;64;107;28;1;0;9;23;809
;59337;Lederzeele;76;1;1;147;21;82;21;37;10;2;0;8;9;414
;59338;Ledringhem;51;1;0;175;17;87;17;32;5;4;0;4;8;400
;59339;Leers;1564;46;8;1687;481;988;487;411;77;20;2;34;109;5912
;59340;Leffrinckoucke;618;20;8;747;203;431;197;219;53;2;1;22;39;2560
;59341;Lesdain;53;4;0;79;15;38;19;38;8;2;0;2;6;264
;59342;Lez-Fontaine;42;1;0;39;5;36;13;11;6;1;0;2;5;161
;59343;Lesquin;3622;41;46;2992;417;786;324;269;58;40;0;22;59;8677
;59344;Leval;207;18;0;297;89;299;114;163;44;0;1;11;26;1271
;59345;Lewarde;276;7;1;345;74;253;140;147;40;11;1;17;38;1351
;59346;Lezennes;557;22;13;1048;159;334;149;122;27;10;0;12;41;2493
;59347;Liessies;52;5;0;109;16;72;24;41;11;2;0;7;20;362
;59348;Lieu-Saint-Amand;178;4;1;301;41;186;75;96;22;0;0;11;29;944
;59349;Ligny-en-Cambrésis;215;6;0;347;70;222;107;133;42;0;2;29;42;1215
;59350;Lille;23154;687;240;25250;6439;15893;6698;7805;1767;465;33;540;1454;90425
;59351;Limont-Fontaine;81;4;0;118;22;67;29;28;5;0;1;6;14;376
;59352;Linselles;1396;44;9;1371;444;802;377;302;47;24;7;22;104;4950
;59353;Locquignol;30;1;0;47;7;33;19;23;4;1;0;0;5;169
;59354;Loffre;100;1;1;165;34;104;45;51;12;1;0;4;18;537
;59356;Lompret;500;10;5;402;127;202;102;64;10;11;0;3;29;1466
;59357;La Longueville;255;17;2;437;71;241;96;114;33;0;1;14;46;1327
;59358;Looberghe;97;5;0;279;30;166;45;73;36;3;0;16;21;773
;59359;Loon-Plage;605;11;4;1234;180;693;242;412;80;12;0;42;72;3589
;59360;Loos;2249;60;16;3516;722;1954;776;991;208;20;4;55;159;10727
;59361;Lourches;176;7;1;320;77;320;130;288;85;2;2;22;42;1472
;59363;Louvignies-Quesnoy;120;3;0;168;33;93;48;62;19;0;0;7;33;586
;59364;Louvil;160;4;1;181;40;82;43;23;6;5;2;1;24;572
;59365;Louvroil;432;28;0;667;131;653;177;500;132;3;0;27;54;2805
;59366;Lynde;85;4;0;163;12;112;21;42;16;1;0;10;20;486
;59367;Lys-lez-Lannoy;1945;62;11;2147;578;1416;609;660;120;21;0;45;116;7730
;59368;La Madeleine;3235;60;32;2833;1011;1543;866;636;117;24;3;51;206;10617
;59369;Maing;519;11;1;644;138;417;192;205;56;3;0;22;52;2261
;59370;Mairieux;126;14;2;159;33;86;37;32;11;0;0;4;23;526
;59371;Le Maisnil;119;3;1;148;33;68;22;23;7;5;0;1;9;441
;59372;Malincourt;41;1;0;107;19;45;22;28;15;0;0;5;7;291
;59374;Marbaix;44;3;0;90;16;64;14;35;9;0;0;4;10;288
;59375;Marchiennes;501;17;7;917;150;539;182;268;71;7;1;30;65;2754
;59377;Marcoing;230;4;4;320;79;234;71;122;32;2;0;16;32;1146
;59378;Marcq-en-Baroeul;7360;165;90;6966;2051;3032;1730;1186;226;114;5;70;488;23483
;59379;Marcq-en-Ostrevent;72;5;0;144;18;91;29;48;11;1;0;5;11;434
;59381;Maresches;101;4;1;167;33;87;39;56;17;1;1;4;13;524
;59382;Maretz;108;2;0;219;31;161;52;105;38;0;0;21;32;769
;59383;Marly;1404;34;9;2388;409;1171;493;695;173;12;1;58;119;6965
;59384;Maroilles;150;5;0;221;43;162;72;121;25;3;0;12;33;849
;59385;Marpent;259;24;1;399;77;301;92;192;49;2;2;17;41;1456
;59386;Marquette-lez-Lille;1591;31;15;1793;435;964;373;385;75;14;0;26;80;5784
;59387;Marquette-en-Ostrevant;160;4;0;322;51;215;91;134;26;4;0;9;28;1044
;59388;Marquillies;313;12;1;389;72;215;65;86;12;3;0;3;34;1205
;59389;Masnières;264;5;1;430;83;299;119;123;46;0;0;11;27;1408
;59390;Masny;286;8;4;541;123;457;197;293;87;6;0;35;59;2097
;59391;Mastaing;118;3;0;177;27;128;42;73;14;0;0;8;16;607
;59392;Maubeuge;2505;184;17;3206;750;2994;1005;1949;551;34;6;183;255;13640
;59393;Maulde;103;3;1;197;35;132;44;70;17;1;0;6;20;631
;59394;Maurois;23;0;0;59;10;35;18;27;5;1;0;3;8;189
;59395;Mazinghien;16;0;0;51;5;28;16;25;4;0;0;9;8;162
;59396;Mecquignies;71;4;0;123;24;94;33;60;7;0;0;7;9;433
;59397;Merckeghem;53;2;0;143;14;92;24;36;9;1;0;4;14;392
;59398;Mérignies;599;8;15;742;125;306;82;98;21;14;0;7;40;2057
;59399;Merris;75;4;0;274;28;123;51;66;26;2;0;9;13;671
;59400;Merville;1004;30;9;1561;308;1037;417;582;143;9;1;60;132;5293
;59401;Méteren;257;5;2;599;96;285;74;122;33;3;0;15;27;1517
;59402;Millam;56;2;0;181;20;110;27;66;16;0;0;7;14;498
;59403;Millonfosse;92;3;0;162;25;101;37;29;6;2;0;4;15;477
;59405;Moeuvres;28;0;0;73;9;41;14;35;11;0;0;1;7;219
;59406;Monceau-Saint-Waast;58;2;0;75;11;62;25;32;3;0;0;0;13;283
;59407;Monchaux-sur-Écaillon;89;0;0;125;23;68;16;42;5;0;0;8;9;385
;59408;Moncheaux;205;7;0;362;56;187;60;78;20;2;0;12;29;1019
;59409;Monchecourt;254;9;0;426;82;263;99;180;44;2;0;17;32;1409
;59410;Mons-en-Baroeul;1886;60;12;1865;596;1811;748;905;240;17;2;50;156;8346
;59411;Mons-en-Pévèle;268;18;1;472;99;277;96;100;23;6;0;16;54;1430
;59412;Montay;29;1;0;35;7;40;16;30;6;0;0;2;9;176
;59413;Montigny-en-Cambrésis;70;1;1;84;23;66;39;41;10;0;0;8;11;355
;59414;Montigny-en-Ostrevent;470;14;2;632;146;483;204;298;66;4;0;30;51;2399
;59415;Montrécourt;33;3;1;43;5;25;12;14;4;0;0;5;5;150
;59416;Morbecque;295;7;3;484;72;310;111;160;45;4;0;18;44;1554
;59418;Mortagne-du-Nord;111;2;0;230;46;154;62;105;33;1;0;9;22;774
;59419;Mouchin;174;18;2;322;43;169;65;70;13;7;0;18;25;927
;59420;Moustier-en-Fagne;3;0;0;12;2;6;2;6;1;0;0;1;2;35
;59421;Mouvaux;2356;66;30;2231;716;1113;666;411;93;47;3;25;198;7955
;59422;Naves;66;3;0;115;19;69;22;40;13;0;0;7;14;367
;59423;Neuf-Berquin;157;7;0;314;41;153;52;93;15;1;0;8;13;854
;59424;Neuf-Mesnil;134;8;0;185;32;167;63;83;25;2;0;7;10;717
;59425;Neuville-en-Avesnois;27;1;0;58;12;33;14;25;5;0;0;5;12;193
;59426;Neuville-en-Ferrain;1769;62;20;2047;525;983;474;421;84;11;0;22;110;6527
;59427;La Neuville;103;1;1;128;34;72;31;34;7;0;0;7;11;430
;59428;Neuville-Saint-Rémy;443;10;3;505;138;392;174;209;48;7;0;22;49;2002
;59429;Neuville-sur-Escaut;251;5;0;397;82;342;111;181;54;2;0;22;62;1509
;59430;Neuvilly;88;0;1;166;29;119;48;54;19;2;0;10;19;555
;59431;Nieppe;1265;42;6;1636;301;933;333;462;113;17;0;38;111;5258
;59432;Niergnies;93;1;0;89;22;50;17;30;9;0;1;6;12;330
;59433;Nieurlet;75;3;0;174;16;121;28;62;21;1;0;12;13;526
;59434;Nivelle;177;7;2;293;33;180;62;101;31;1;0;8;25;919
;59435;Nomain;376;17;2;570;85;321;116;112;36;4;1;14;51;1706
;59436;Noordpeene;66;6;0;168;27;97;28;48;14;0;0;9;13;477
;59437;Noyelles-lès-Seclin;173;3;0;308;46;95;45;29;8;2;0;7;10;727
;59438;Noyelles-sur-Escaut;106;2;0;198;39;78;31;39;12;0;0;4;10;519
;59439;Noyelles-sur-Sambre;48;0;0;59;9;39;15;20;11;0;0;3;10;215
;59440;Noyelles-sur-Selle;75;2;2;131;28;77;24;63;12;0;0;4;9;428
;59441;Obies;66;5;0;130;32;90;34;45;12;0;0;6;11;431
;59442;Obrechies;33;2;0;54;6;47;16;22;6;0;0;5;5;196
;59443;Ochtezeele;29;0;0;87;13;38;11;22;3;3;0;1;2;210
;59444;Odomez;77;1;1;156;27;95;36;63;20;3;1;4;14;498
;59445;Ohain;100;8;1;200;28;156;56;102;28;0;0;8;19;705
;59446;Oisy;107;3;2;119;28;63;25;27;9;1;0;2;8;395
;59447;Onnaing;931;36;4;1122;248;870;308;626;157;8;1;45;127;4483
;59448;Oost-Cappel;44;2;0;116;7;54;16;35;10;1;0;5;9;300
;59449;Orchies;1095;42;4;1528;303;899;336;405;85;17;1;41;104;4859
;59450;Ors;66;0;0;91;16;67;27;49;17;3;0;2;7;344
;59451;Orsinval;75;4;0;130;18;61;18;33;10;1;0;2;16;368
;59452;Ostricourt;460;17;2;765;143;647;204;372;99;3;0;36;60;2806
;59453;Oudezeele;57;1;0;143;18;75;23;34;13;1;0;15;11;391
;59454;Oxelaëre;59;1;1;120;12;50;10;34;7;3;0;6;10;314
;59455;Paillencourt;126;4;0;170;36;117;42;72;17;2;0;5;17;608
;59456;Pecquencourt;479;14;1;737;169;625;247;451;106;3;0;49;74;2955
;59457;Pérenchies;1184;50;7;1327;331;765;306;308;59;16;2;25;81;4460
